global_rmse,occupied_rmse,weighted_rmse
1.252637939453125000e+02,1.459098358154296875e+02,2.432280426025390625e+02
1.209001693725585938e+02,1.408269653320312500e+02,2.349238128662109375e+02
1.179553527832031250e+02,1.373967132568359375e+02,2.291671295166015625e+02
1.156809539794921875e+02,1.347473907470703125e+02,2.246969299316406250e+02
1.140556259155273438e+02,1.328541259765625000e+02,2.214262847900390625e+02
1.122623672485351562e+02,1.307652435302734375e+02,2.177054290771484375e+02
1.104946060180664062e+02,1.287060699462890625e+02,2.141630554199218750e+02
1.093810653686523438e+02,1.274089584350585938e+02,2.118941040039062500e+02
1.087259063720703125e+02,1.266457824707031250e+02,2.106366424560546875e+02
1.082804718017578125e+02,1.261268692016601562e+02,2.098478088378906250e+02
1.081694641113281250e+02,1.259975280761718750e+02,2.096706237792968750e+02
1.081588287353515625e+02,1.259851379394531250e+02,2.096588134765625000e+02
1.081531066894531250e+02,1.259784851074218750e+02,2.096487274169921875e+02
1.081571807861328125e+02,1.259832534790039062e+02,2.096530761718750000e+02
1.081582717895507812e+02,1.259845733642578125e+02,2.096508789062500000e+02
1.081605148315429688e+02,1.259872512817382812e+02,2.096507263183593750e+02
1.081617279052734375e+02,1.259887771606445312e+02,2.096516418457031250e+02
1.081628494262695312e+02,1.259900512695312500e+02,2.096520843505859375e+02
1.081658477783203125e+02,1.259936218261718750e+02,2.096538391113281250e+02
1.081717224121093750e+02,1.260005493164062500e+02,2.096584014892578125e+02
1.081732025146484375e+02,1.260022583007812500e+02,2.096587371826171875e+02
1.081794815063476562e+02,1.260095596313476562e+02,2.096649627685546875e+02
1.081776657104492188e+02,1.260074386596679688e+02,2.096635742187500000e+02
1.081772918701171875e+02,1.260069885253906250e+02,2.096641540527343750e+02
1.081515960693359375e+02,1.259770431518554688e+02,2.096403961181640625e+02
1.081259002685546875e+02,1.259470825195312500e+02,2.096172332763671875e+02
1.081030578613281250e+02,1.259204025268554688e+02,2.095965881347656250e+02
1.080906219482421875e+02,1.259058914184570312e+02,2.095837707519531250e+02
1.080747833251953125e+02,1.258874359130859375e+02,2.095670623779296875e+02
1.080499572753906250e+02,1.258584899902343750e+02,2.095416107177734375e+02
1.079936370849609375e+02,1.257928771972656250e+02,2.094790954589843750e+02
1.079280319213867188e+02,1.257164764404296875e+02,2.093991088867187500e+02
1.077721862792968750e+02,1.255349807739257812e+02,2.091981964111328125e+02
1.076702270507812500e+02,1.254162292480468750e+02,2.090624084472656250e+02
1.075348663330078125e+02,1.252585754394531250e+02,2.088720550537109375e+02
1.073397750854492188e+02,1.250313339233398438e+02,2.085749053955078125e+02
1.069487686157226562e+02,1.245759048461914062e+02,2.079579925537109375e+02
1.061700134277343750e+02,1.236687927246093750e+02,2.066558532714843750e+02
1.050846481323242188e+02,1.224045333862304688e+02,2.047247619628906250e+02
1.039114074707031250e+02,1.210379180908203125e+02,2.026660156250000000e+02
1.027560577392578125e+02,1.196921157836914062e+02,2.006443481445312500e+02
1.011696472167968750e+02,1.178442382812500000e+02,1.977642517089843750e+02
9.922584533691406250e+01,1.155800476074218750e+02,1.940385742187500000e+02
9.661594390869140625e+01,1.125399780273437500e+02,1.889609985351562500e+02
9.458957672119140625e+01,1.101796035766601562e+02,1.851396179199218750e+02
9.183011627197265625e+01,1.069653091430664062e+02,1.799365997314453125e+02
8.875650787353515625e+01,1.033850860595703125e+02,1.741273345947265625e+02
8.655159759521484375e+01,1.008167495727539062e+02,1.699816894531250000e+02
8.491457366943359375e+01,9.890989685058593750e+01,1.670702667236328125e+02
8.411579895019531250e+01,9.797945404052734375e+01,1.658304595947265625e+02
