map_id,gained_true_utility_spline,total_true_utility_spline,task_completion_spline,coverage_efficiency_spline,global_final_rmse_spline,global_mean_rmse_spline,global_auc_rmse_spline,occupied_final_rmse_spline,occupied_mean_rmse_spline,occupied_auc_rmse_spline,weighted_final_rmse_spline,weighted_mean_rmse_spline,weighted_auc_rmse_spline,final_total_variance_spline,variance_reduction_spline,gained_true_utility_nospline,total_true_utility_nospline,task_completion_nospline,coverage_efficiency_nospline,global_final_rmse_nospline,global_mean_rmse_nospline,global_auc_rmse_nospline,occupied_final_rmse_nospline,occupied_mean_rmse_nospline,occupied_auc_rmse_nospline,weighted_final_rmse_nospline,weighted_mean_rmse_nospline,weighted_auc_rmse_nospline,final_total_variance_nospline,variance_reduction_nospline
101,146370.0,199298.0,0.7344278417244527,0.003653869859325636,22.42594337463379,67.95070279121398,13516.295689582825,26.115158081054688,79.14812768936157,15743.613040924072,45.82171249389648,135.9892899131775,27053.33310508728,16248.383472063537,9761.616527936465,112543.0,199298.0,0.5646970867745787,0.0028094382426595956,32.905982971191406,83.50450002670289,16621.815116882324,38.32706832885742,97.26692443847656,19361.26643562317,59.64157104492188,160.52576793670653,31953.718780517574,17581.45076236859,8428.54923763141
102,56820.0,99856.0,0.5690193879186027,0.00283094222845076,25.979087829589844,35.0350111579895,6962.185302734375,30.09908103942871,40.59572274208069,8067.2137327194205,51.59772491455078,68.118392162323,13538.771015167236,15812.345530232467,10197.65446976753,73203.0,99856.0,0.73308564332639,0.0036471922553551746,9.096943855285645,21.457500495910644,4255.124242305756,10.527450561523436,24.858460650444034,4929.547129631042,15.860386848449709,39.14387150287628,7761.735552310943,17452.131928937895,8557.868071062105
103,115189.0,200198.0,0.5753753783754083,0.002862564071519444,23.099905014038082,52.01529773712159,10341.63693332672,23.52704429626465,52.98087644577026,10533.612721443176,34.39543533325195,76.77121715545654,15263.22381401062,17443.161273659767,8566.838726340233,135104.0,200198.0,0.6748518966223439,0.0033574721224992232,16.391267776489254,42.39078495979309,8420.088696479797,16.693450927734375,43.17745820999146,8576.345870971678,21.076929092407223,60.406546192169195,11996.948874473572,17815.698863656748,8194.30113634325
104,114588.0,199504.0,0.574364423770952,0.002857534446621652,25.821102142333984,64.80614546775817,12888.698066711424,28.989772796630856,72.76611354827881,14471.783388137816,43.22929382324219,108.56855260849,21588.09365463257,16880.855438714745,9129.144561285255,99287.0,199504.0,0.4976692196647686,0.0024759662669888985,43.12616729736328,69.66371990203858,13851.56042098999,48.4224967956543,78.22066013336182,15552.976343154907,78.81657409667967,120.6949034500122,23995.57018280029,16962.62984958649,9047.370150413508
105,103832.0,198797.0,0.5223016443910119,0.002598515643736377,49.50183868408203,76.16945127487182,15155.440746307371,51.911155700683594,79.87825815200806,15893.38198852539,71.66040802001953,117.70166667938231,23420.879764556885,17077.614241162868,8932.385758837132,95382.0,198797.0,0.47979597277624914,0.0023870446406778563,34.20475387573242,65.89846378326416,13108.891790390015,35.86879348754883,69.10727251052856,13747.20604133606,52.30188751220703,100.33055305480956,19956.33629989624,16698.981450065927,9311.018549934071
