total_variance
2.616497437936801163e+01
2.605120818083740630e+01
2.597589034789836404e+01
2.590462040541016364e+01
2.583405381679719781e+01
2.573578703926286693e+01
2.552308491681939273e+01
2.542102867867876270e+01
2.533814265638564223e+01
2.524799625181907459e+01
2.515723143587579003e+01
2.503210445166837417e+01
2.477082248596677516e+01
2.464307931569488375e+01
2.453941574487856769e+01
2.442809615510317656e+01
2.427325763535845482e+01
2.415240038757652741e+01
2.400228063981152715e+01
2.382992104244840448e+01
2.370753421183326282e+01
2.354851008218773956e+01
2.342711207289185182e+01
2.326831660032520688e+01
2.309429046133869790e+01
2.291814058996300574e+01
2.274145613218333040e+01
2.261767299391150488e+01
2.245803178834781022e+01
2.228365883819662940e+01
2.210736960200411616e+01
2.191826660607618038e+01
2.173736176438270462e+01
2.170598071895210879e+01
2.162249477296843381e+01
2.160444034278779668e+01
2.154456385140960251e+01
2.147606612678256965e+01
2.141930358212618302e+01
2.135187244257488004e+01
2.128158434988650427e+01
2.120980618192907485e+01
2.113715943829328836e+01
2.106412557176664890e+01
2.099094914276973611e+01
2.091772305853734082e+01
2.081966743806759013e+01
2.071079385345812796e+01
2.063623124131952480e+01
2.056427225066491360e+01
2.035618268285210064e+01
2.024797897213074194e+01
2.013289120327929282e+01
2.003817772722978319e+01
1.994599336968316550e+01
1.985419309929192622e+01
1.959599434846278854e+01
1.947474085801552590e+01
1.917999076052560525e+01
1.902251794696877241e+01
1.882064356948144024e+01
1.870786732202951796e+01
1.854795341594081748e+01
1.844212586930779807e+01
1.828514300581704077e+01
1.798313947703714888e+01
1.781564026093673903e+01
1.761395664902506297e+01
1.747918460430357968e+01
1.729241083382402522e+01
1.721316786189843384e+01
1.714170037187003004e+01
1.700039164795149560e+01
1.686456431823441804e+01
1.673120507844475213e+01
1.659425907578329884e+01
1.654693934005533862e+01
1.648131674094791421e+01
1.639794020346482384e+01
1.630556647749778421e+01
1.617317522006904440e+01
1.614560467839692848e+01
1.607414621027769641e+01
1.599291721767646379e+01
1.590949973841483711e+01
1.580895785307059143e+01
1.567422398903720904e+01
1.559577774030473840e+01
1.551596501974857745e+01
1.544495617752501104e+01
1.527431823124429755e+01
1.518304536333767629e+01
1.511240865310393389e+01
1.504783351298313221e+01
1.499919289209306683e+01
1.497420177161447974e+01
1.495473552931079553e+01
1.492305039737062877e+01
1.490426358835265219e+01
1.488833524777865236e+01
1.487751896679949581e+01
1.486815790715103880e+01
1.486156852130132222e+01
1.485132497748061553e+01
1.483297088756468440e+01
1.481669222221818494e+01
1.479910571023956400e+01
1.476996464231674366e+01
1.469131485298546735e+01
1.457997658918717931e+01
1.444914192171608391e+01
1.430350440605489837e+01
1.414606232108587491e+01
1.411922975626001531e+01
1.404523487494962097e+01
1.391333465347533149e+01
1.375676555706912119e+01
1.359146595797615120e+01
1.347236591514608151e+01
1.331648204203900754e+01
1.328859982963968278e+01
1.325417434599740751e+01
1.315303360844125535e+01
1.306342772726931045e+01
1.295492951884846455e+01
1.286679984198424087e+01
1.278082802065291723e+01
1.269503147944874755e+01
1.253055536071452458e+01
1.243171061436111557e+01
1.234567769378943503e+01
1.225700118430942354e+01
1.216826433403227625e+01
1.202799757961036775e+01
1.191906468607574432e+01
1.176871072582478561e+01
1.159757387871464651e+01
1.156683179440619114e+01
1.148868609990005396e+01
1.140479972926282315e+01
1.138628205186925513e+01
1.133122618842345020e+01
1.126737577208525209e+01
1.120188949218955621e+01
1.113622746327910917e+01
1.107073752944748080e+01
1.100552474929510538e+01
1.094057740281351698e+01
1.087581829414014578e+01
1.070746999207169736e+01
