global_rmse,occupied_rmse
9.386458992958068848e-02,6.613238155841827393e-02
9.356682747602462769e-02,6.641557812690734863e-02
9.339308738708496094e-02,6.596720218658447266e-02
9.297651052474975586e-02,6.583809107542037964e-02
9.313084185123443604e-02,6.565929204225540161e-02
9.319984167814254761e-02,6.559624522924423218e-02
9.289167076349258423e-02,6.580815464258193970e-02
9.278832376003265381e-02,6.587876379489898682e-02
9.263395518064498901e-02,6.598494201898574829e-02
9.259809553623199463e-02,6.622010469436645508e-02
9.260014444589614868e-02,6.615420430898666382e-02
9.253986179828643799e-02,6.607183068990707397e-02
9.256824851036071777e-02,6.630562245845794678e-02
9.253816306591033936e-02,6.629764288663864136e-02
9.252142906188964844e-02,6.638287752866744995e-02
9.238670766353607178e-02,6.606729328632354736e-02
9.237267822027206421e-02,6.583335250616073608e-02
9.241320937871932983e-02,6.580189615488052368e-02
9.241081774234771729e-02,6.596435606479644775e-02
9.242611378431320190e-02,6.591726839542388916e-02
9.219963103532791138e-02,6.573593616485595703e-02
9.126866608858108521e-02,6.574060022830963135e-02
9.157899767160415649e-02,6.562279164791107178e-02
9.187620133161544800e-02,6.559914350509643555e-02
9.109383076429367065e-02,6.562086939811706543e-02
9.047935158014297485e-02,6.566452980041503906e-02
9.063895791769027710e-02,6.562858819961547852e-02
9.058525413274765015e-02,6.567534804344177246e-02
8.669058978557586670e-02,6.567452847957611084e-02
8.490298688411712646e-02,6.566198915243148804e-02
8.435348421335220337e-02,6.563023477792739868e-02
8.537355810403823853e-02,6.560226529836654663e-02
8.403052389621734619e-02,6.561635434627532959e-02
8.285351842641830444e-02,6.564065068960189819e-02
8.210627734661102295e-02,6.565720587968826294e-02
8.043991029262542725e-02,6.575220078229904175e-02
8.003832399845123291e-02,6.581193953752517700e-02
8.021597564220428467e-02,6.589212268590927124e-02
7.963702827692031860e-02,6.619133055210113525e-02
7.932628691196441650e-02,6.732449680566787720e-02
7.904993742704391479e-02,6.722339987754821777e-02
7.889117300510406494e-02,6.690032780170440674e-02
7.853616774082183838e-02,6.574130058288574219e-02
7.853199541568756104e-02,6.613975763320922852e-02
7.841949164867401123e-02,6.442609429359436035e-02
7.867518067359924316e-02,6.640606373548507690e-02
7.869153469800949097e-02,6.576441228389739990e-02
7.783532887697219849e-02,6.094721332192420959e-02
7.759437710046768188e-02,5.967205762863159180e-02
7.762168347835540771e-02,5.994074791669845581e-02
7.744035869836807251e-02,5.786575376987457275e-02
7.725644111633300781e-02,5.750801041722297668e-02
7.705429196357727051e-02,5.695725232362747192e-02
7.693190127611160278e-02,5.713045597076416016e-02
7.679028064012527466e-02,5.716355144977569580e-02
7.673348486423492432e-02,5.668562278151512146e-02
7.690974324941635132e-02,5.752595886588096619e-02
7.680833339691162109e-02,5.636068806052207947e-02
7.669919729232788086e-02,5.744376778602600098e-02
7.650350779294967651e-02,5.628837645053863525e-02
7.642517238855361938e-02,5.574821680784225464e-02
7.649146765470504761e-02,5.620687827467918396e-02
7.646651566028594971e-02,5.640629678964614868e-02
7.644814252853393555e-02,5.646584555506706238e-02
7.631329447031021118e-02,5.443261936306953430e-02
7.653508335351943970e-02,5.417301505804061890e-02
7.661008834838867188e-02,5.406097695231437683e-02
7.627634704113006592e-02,5.398846045136451721e-02
7.535813003778457642e-02,5.397629737854003906e-02
7.516782730817794800e-02,5.401430651545524597e-02
7.531262189149856567e-02,5.412195995450019836e-02
7.472220808267593384e-02,5.411687120795249939e-02
7.424690574407577515e-02,5.407409742474555969e-02
7.385551184415817261e-02,5.412385612726211548e-02
7.387879490852355957e-02,5.414573103189468384e-02
7.338083535432815552e-02,5.409330129623413086e-02
7.336314022541046143e-02,5.412233620882034302e-02
7.305409014225006104e-02,5.413335189223289490e-02
7.234897464513778687e-02,5.412824079394340515e-02
7.227366417646408081e-02,5.412941053509712219e-02
7.242166996002197266e-02,5.412945523858070374e-02
7.213897258043289185e-02,5.412919074296951294e-02
7.158109545707702637e-02,5.413102731108665466e-02
7.062900066375732422e-02,5.414106324315071106e-02
7.044268399477005005e-02,5.413911491632461548e-02
7.046982645988464355e-02,5.413142591714859009e-02
6.970066577196121216e-02,5.412973836064338684e-02
6.978469341993331909e-02,5.411791428923606873e-02
6.934748589992523193e-02,5.412471666932106018e-02
6.914146989583969116e-02,5.413366109132766724e-02
6.903009861707687378e-02,5.412878841161727905e-02
6.929963827133178711e-02,5.412299185991287231e-02
6.937286257743835449e-02,5.410416796803474426e-02
6.942924112081527710e-02,5.414625257253646851e-02
6.920967251062393188e-02,5.427547544240951538e-02
6.935373693704605103e-02,5.429492145776748657e-02
6.897818297147750854e-02,5.419779196381568909e-02
6.872879713773727417e-02,5.417768284678459167e-02
6.912845373153686523e-02,5.410999432206153870e-02
6.899891048669815063e-02,5.408253148198127747e-02
6.885538995265960693e-02,5.407420173287391663e-02
6.833844631910324097e-02,5.403828993439674377e-02
6.833620369434356689e-02,5.404860526323318481e-02
6.826752424240112305e-02,5.406598001718521118e-02
6.838468462228775024e-02,5.405708402395248413e-02
6.918685138225555420e-02,5.404455959796905518e-02
6.693985313177108765e-02,5.404465645551681519e-02
6.642208248376846313e-02,5.404862761497497559e-02
6.618636846542358398e-02,5.404540151357650757e-02
6.590078026056289673e-02,5.405294895172119141e-02
6.552521884441375732e-02,5.408009514212608337e-02
6.522004306316375732e-02,5.408467352390289307e-02
6.522671878337860107e-02,5.410716310143470764e-02
6.518852710723876953e-02,5.410156026482582092e-02
6.402456760406494141e-02,5.414555221796035767e-02
6.480705738067626953e-02,5.415598675608634949e-02
6.368520110845565796e-02,5.417682603001594543e-02
6.327028572559356689e-02,5.419256165623664856e-02
6.310139596462249756e-02,5.420906841754913330e-02
6.292276084423065186e-02,5.421604216098785400e-02
6.186690181493759155e-02,5.419836565852165222e-02
6.138279661536216736e-02,5.419294536113739014e-02
6.188892573118209839e-02,5.419234931468963623e-02
6.104027852416038513e-02,5.420828983187675476e-02
6.059480458498001099e-02,5.421804264187812805e-02
6.158664822578430176e-02,5.421496555209159851e-02
6.161998212337493896e-02,5.421461910009384155e-02
6.064634397625923157e-02,5.421894416213035583e-02
6.051129102706909180e-02,5.422140657901763916e-02
6.117108091711997986e-02,5.421401932835578918e-02
6.186255440115928650e-02,5.420211702585220337e-02
6.121866405010223389e-02,5.421334132552146912e-02
6.118520349264144897e-02,5.422893166542053223e-02
6.095220893621444702e-02,5.422595515847206116e-02
6.069087982177734375e-02,5.429679527878761292e-02
6.068248301744461060e-02,5.440381914377212524e-02
6.058711931109428406e-02,5.518626421689987183e-02
6.012700870633125305e-02,5.499931424856185913e-02
6.034763157367706299e-02,5.412494018673896790e-02
6.005683913826942444e-02,5.398190394043922424e-02
5.997813120484352112e-02,5.401664227247238159e-02
6.011920422315597534e-02,5.389088764786720276e-02
6.043572351336479187e-02,5.395396426320075989e-02
5.971039831638336182e-02,5.422362312674522400e-02
5.978927016258239746e-02,5.398978665471076965e-02
5.939317867159843445e-02,5.421467870473861694e-02
5.954778194427490234e-02,5.445848405361175537e-02
5.949482321739196777e-02,5.413964390754699707e-02
5.946536734700202942e-02,5.419386178255081177e-02
5.950851365923881531e-02,5.385413765907287598e-02
