global_rmse,occupied_rmse,weighted_rmse
1.252189331054687500e+02,1.458575897216796875e+02,2.431568145751953125e+02
1.206046600341796875e+02,1.404827270507812500e+02,2.343677673339843750e+02
1.177426071166992188e+02,1.371488952636718750e+02,2.287947540283203125e+02
1.154678573608398438e+02,1.344991455078125000e+02,2.242751312255859375e+02
1.136646728515625000e+02,1.323986968994140625e+02,2.207344512939453125e+02
1.121237640380859375e+02,1.306037292480468750e+02,2.178082885742187500e+02
1.112174453735351562e+02,1.295479736328125000e+02,2.161408386230468750e+02
1.103592300415039062e+02,1.285482177734375000e+02,2.146346588134765625e+02
1.098747100830078125e+02,1.279837341308593750e+02,2.138289947509765625e+02
1.094104156494140625e+02,1.274428482055664062e+02,2.130763854980468750e+02
1.089658966064453125e+02,1.269249649047851562e+02,2.123849792480468750e+02
1.086427459716796875e+02,1.265484771728515625e+02,2.118932495117187500e+02
1.081836471557617188e+02,1.260136337280273438e+02,2.111777496337890625e+02
1.078973007202148438e+02,1.256800384521484375e+02,2.107564086914062500e+02
1.077213897705078125e+02,1.254750900268554688e+02,2.105124511718750000e+02
1.074936141967773438e+02,1.252097473144531250e+02,2.101836700439453125e+02
1.070758743286132812e+02,1.247231445312500000e+02,2.095429077148437500e+02
1.062671203613281250e+02,1.237811126708984375e+02,2.082543487548828125e+02
1.051820983886718750e+02,1.225172729492187500e+02,2.064054870605468750e+02
1.038424453735351562e+02,1.209568252563476562e+02,2.040714111328125000e+02
1.019823684692382812e+02,1.187901840209960938e+02,2.006661224365234375e+02
9.975059509277343750e+01,1.161905517578125000e+02,1.965312957763671875e+02
9.739618682861328125e+01,1.134480819702148438e+02,1.920480041503906250e+02
9.448827362060546875e+01,1.100608596801757812e+02,1.863457031250000000e+02
9.262317657470703125e+01,1.078883590698242188e+02,1.825263061523437500e+02
9.122749328613281250e+01,1.062626419067382812e+02,1.795553894042968750e+02
9.068708038330078125e+01,1.056331558227539062e+02,1.783896331787109375e+02
9.019069671630859375e+01,1.050549774169921875e+02,1.772833557128906250e+02
9.002510833740234375e+01,1.048621139526367188e+02,1.769118499755859375e+02
8.993425750732421875e+01,1.047563018798828125e+02,1.767110595703125000e+02
8.990613555908203125e+01,1.047235488891601562e+02,1.766492919921875000e+02
8.988949584960937500e+01,1.047041702270507812e+02,1.766132965087890625e+02
8.986012268066406250e+01,1.046699676513671875e+02,1.765489196777343750e+02
8.981217956542968750e+01,1.046141281127929688e+02,1.764413757324218750e+02
8.967400360107421875e+01,1.044531860351562500e+02,1.761250762939453125e+02
8.935701751708984375e+01,1.040839691162109375e+02,1.753916625976562500e+02
8.876222229003906250e+01,1.033911437988281250e+02,1.740005187988281250e+02
8.790084075927734375e+01,1.023878021240234375e+02,1.719705047607421875e+02
8.634724426269531250e+01,1.005781478881835938e+02,1.682962493896484375e+02
8.427226257324218750e+01,9.816116333007812500e+01,1.633739013671875000e+02
8.146770477294921875e+01,9.489432525634765625e+01,1.567667999267578125e+02
7.838042449951171875e+01,9.129816436767578125e+01,1.495053710937500000e+02
7.487856292724609375e+01,8.721907806396484375e+01,1.414176635742187500e+02
7.136212158203125000e+01,8.312300872802734375e+01,1.333325653076171875e+02
6.802982330322265625e+01,7.924143218994140625e+01,1.257402420043945312e+02
6.508880615234375000e+01,7.581561279296875000e+01,1.191084823608398438e+02
6.292647171020507812e+01,7.329685211181640625e+01,1.144036178588867188e+02
6.117285537719726562e+01,7.125416564941406250e+01,1.107658081054687500e+02
5.977189254760742188e+01,6.962226104736328125e+01,1.079061737060546875e+02
5.877661895751953125e+01,6.846292114257812500e+01,1.058733139038085938e+02
5.799727630615234375e+01,6.755510711669921875e+01,1.042582931518554688e+02
5.737491607666015625e+01,6.683015441894531250e+01,1.029635772705078125e+02
5.694056701660156250e+01,6.632421112060546875e+01,1.020322418212890625e+02
5.620822143554687500e+01,6.547113800048828125e+01,1.005279769897460938e+02
5.522053146362304688e+01,6.432062530517578125e+01,9.858595275878906250e+01
5.383610153198242188e+01,6.270797729492187500e+01,9.601195526123046875e+01
5.233592224121093750e+01,6.096049118041992188e+01,9.333672332763671875e+01
5.094725799560546875e+01,5.934289932250976562e+01,9.099950408935546875e+01
4.962163543701171875e+01,5.779874038696289062e+01,8.889656066894531250e+01
4.838501358032226562e+01,5.635824203491210938e+01,8.709317016601562500e+01
4.760127258300781250e+01,5.544528961181640625e+01,8.595405578613281250e+01
4.690389251708984375e+01,5.463292694091796875e+01,8.506508636474609375e+01
4.639480972290039062e+01,5.403990554809570312e+01,8.441521453857421875e+01
4.618524169921875000e+01,5.379578399658203125e+01,8.413616943359375000e+01
4.598006820678710938e+01,5.355677795410156250e+01,8.386368560791015625e+01
4.588778305053710938e+01,5.344927597045898438e+01,8.373612213134765625e+01
4.581932449340820312e+01,5.336952590942382812e+01,8.363655853271484375e+01
4.574995803833007812e+01,5.328871917724609375e+01,8.354357910156250000e+01
4.568516921997070312e+01,5.321324539184570312e+01,8.345455932617187500e+01
4.563545227050781250e+01,5.315533447265625000e+01,8.338246154785156250e+01
4.560505676269531250e+01,5.311992263793945312e+01,8.333341979980468750e+01
4.559783935546875000e+01,5.311151885986328125e+01,8.332102203369140625e+01
4.555328369140625000e+01,5.305961608886718750e+01,8.327529907226562500e+01
4.547563552856445312e+01,5.296915435791015625e+01,8.320623016357421875e+01
4.534996795654296875e+01,5.282273483276367188e+01,8.310935211181640625e+01
4.526692581176757812e+01,5.272597885131835938e+01,8.304929351806640625e+01
4.517518234252929688e+01,5.261906051635742188e+01,8.298885345458984375e+01
4.505359268188476562e+01,5.247731781005859375e+01,8.291103363037109375e+01
4.492967605590820312e+01,5.233276748657226562e+01,8.283364105224609375e+01
4.486302947998046875e+01,5.225491714477539062e+01,8.279295349121093750e+01
4.482362747192382812e+01,5.220892333984375000e+01,8.276782989501953125e+01
4.480662536621093750e+01,5.218903350830078125e+01,8.275717163085937500e+01
4.480362701416015625e+01,5.218550872802734375e+01,8.275535583496093750e+01
4.479699325561523438e+01,5.217774200439453125e+01,8.275148773193359375e+01
4.479838562011718750e+01,5.217940902709960938e+01,8.275212860107421875e+01
4.478604125976562500e+01,5.216492843627929688e+01,8.274479675292968750e+01
4.475668716430664062e+01,5.213072967529296875e+01,8.272656250000000000e+01
4.472370147705078125e+01,5.209222030639648438e+01,8.270529937744140625e+01
4.466835021972656250e+01,5.202767562866210938e+01,8.266876983642578125e+01
4.458327484130859375e+01,5.192842102050781250e+01,8.260995483398437500e+01
4.453421020507812500e+01,5.187120437622070312e+01,8.257592010498046875e+01
4.449054336547851562e+01,5.182033157348632812e+01,8.254476928710937500e+01
4.449052429199218750e+01,5.182030868530273438e+01,8.254413604736328125e+01
4.449185943603515625e+01,5.182221984863281250e+01,8.254542541503906250e+01
4.448873901367187500e+01,5.181870651245117188e+01,8.254376983642578125e+01
4.449008178710937500e+01,5.182028961181640625e+01,8.254443359375000000e+01
4.449222564697265625e+01,5.182254409790039062e+01,8.254523468017578125e+01
4.449196624755859375e+01,5.182220458984375000e+01,8.254510498046875000e+01
4.449190521240234375e+01,5.182228469848632812e+01,8.254505157470703125e+01
4.449398803710937500e+01,5.182466888427734375e+01,8.254592132568359375e+01
4.449361801147460938e+01,5.182422637939453125e+01,8.254518127441406250e+01
4.449354171752929688e+01,5.182411956787109375e+01,8.254476928710937500e+01
4.445599746704101562e+01,5.178043365478515625e+01,8.251875305175781250e+01
4.439578247070312500e+01,5.171031951904296875e+01,8.247218322753906250e+01
4.433193206787109375e+01,5.163595581054687500e+01,8.241982269287109375e+01
4.421139907836914062e+01,5.149556350708007812e+01,8.231363677978515625e+01
4.409912872314453125e+01,5.136479949951171875e+01,8.221459197998046875e+01
4.403131866455078125e+01,5.128581237792968750e+01,8.215463256835937500e+01
4.397948455810546875e+01,5.122543334960937500e+01,8.210504150390625000e+01
4.392274475097656250e+01,5.115935134887695312e+01,8.205098724365234375e+01
4.391072845458984375e+01,5.114535522460937500e+01,8.203949737548828125e+01
4.390780639648437500e+01,5.114196014404296875e+01,8.203672790527343750e+01
4.390299606323242188e+01,5.113636779785156250e+01,8.203271484375000000e+01
4.390288162231445312e+01,5.113623428344726562e+01,8.203256225585937500e+01
4.390235519409179688e+01,5.113563156127929688e+01,8.203240966796875000e+01
4.390223693847656250e+01,5.113549423217773438e+01,8.203242492675781250e+01
4.390240478515625000e+01,5.113563919067382812e+01,8.203229522705078125e+01
4.390312957763671875e+01,5.113637542724609375e+01,8.203226470947265625e+01
4.390279769897460938e+01,5.113599014282226562e+01,8.203218841552734375e+01
4.390116882324218750e+01,5.113444900512695312e+01,8.203215026855468750e+01
4.390210723876953125e+01,5.113534927368164062e+01,8.203215026855468750e+01
4.390174865722656250e+01,5.113504791259765625e+01,8.203244018554687500e+01
4.390177917480468750e+01,5.113508224487304688e+01,8.203231048583984375e+01
4.390182113647460938e+01,5.113512420654296875e+01,8.203199005126953125e+01
4.390298461914062500e+01,5.113646316528320312e+01,8.203198242187500000e+01
4.390298461914062500e+01,5.113643646240234375e+01,8.203182220458984375e+01
4.390267944335937500e+01,5.113608169555664062e+01,8.203224182128906250e+01
4.390190887451171875e+01,5.113518905639648438e+01,8.203192138671875000e+01
4.390172195434570312e+01,5.113497543334960938e+01,8.203079986572265625e+01
