total_variance
2.616497437936801163e+01
2.605120818083740630e+01
2.594095120535551047e+01
2.583088703790990337e+01
2.561422591653686709e+01
2.546668604255844315e+01
2.532150529451111254e+01
2.517668674751871549e+01
2.503198845163967690e+01
2.488734130953297807e+01
2.468861824933390992e+01
2.450934825123492544e+01
2.433028319982048160e+01
2.415090142096026327e+01
2.402658113626310410e+01
2.386414135791463664e+01
2.368695889249889319e+01
2.356318042110659050e+01
2.340099106925156036e+01
2.327870896370693288e+01
2.316350470180426058e+01
2.312758589811299714e+01
2.305852274052081796e+01
2.293720677188391477e+01
2.279578442597053822e+01
2.265196811397902366e+01
2.255259003559065789e+01
2.242063565193068797e+01
2.232401767346613042e+01
2.219251335833635608e+01
2.204950665255106657e+01
2.178478503789095910e+01
2.160069566401342200e+01
2.147459509803894662e+01
2.131160393534489117e+01
2.118886776056752197e+01
2.102692987736771357e+01
2.090470093293640019e+01
2.080345631304739129e+01
2.069363488528677664e+01
2.057825173758462611e+01
2.046918747884356549e+01
2.035951072498259151e+01
2.022268602680017580e+01
2.011437748088885513e+01
2.000397849102848369e+01
1.989456489057211996e+01
1.975103171360136400e+01
1.964275558302896130e+01
1.954954762783834354e+01
1.945410805695472334e+01
1.941729191435464941e+01
1.939559708779393787e+01
1.933376474146870549e+01
1.930612747637805526e+01
1.928910131718720322e+01
1.922981529195908124e+01
1.914349969345702362e+01
1.905123535411333080e+01
1.895650910169363002e+01
1.887703053788207797e+01
1.885028299188840251e+01
1.879201917300800773e+01
1.873260501119403187e+01
1.866775912201016752e+01
1.860128252015258710e+01
1.853561870255970589e+01
1.847405692205692773e+01
1.838423156757296439e+01
1.831127576749890551e+01
1.822607063730628241e+01
1.815020122666748037e+01
1.807393405269471032e+01
1.799677816922888240e+01
1.791893343670999172e+01
1.784066418627602602e+01
1.776211933232848850e+01
1.768340406062270631e+01
1.760459679334185168e+01
1.752573875251796309e+01
1.744684318140773627e+01
1.736790461838833721e+01
1.728890898315978930e+01
1.710089219000561300e+01
1.699566431671133415e+01
1.690059303064636254e+01
1.680869070189280734e+01
1.671814324718297939e+01
1.662825404971196264e+01
1.653871008983423962e+01
1.644935495010767923e+01
1.636009552844811310e+01
1.627084173697530645e+01
1.619964833417342120e+01
1.612413037618161482e+01
1.604671890054411065e+01
1.596844492389325509e+01
1.588967054770964005e+01
1.581055362076254056e+01
1.578678873179648079e+01
1.573579423985839298e+01
1.567139331788397705e+01
1.564873542595253930e+01
1.563671121487686477e+01
1.559296294376102487e+01
1.553127825894261349e+01
1.546625194421030791e+01
1.537072324873923357e+01
1.516838842768169826e+01
1.506777974343449955e+01
1.498586941959423768e+01
1.489632190770464248e+01
1.480577252462384941e+01
1.471469267729407981e+01
1.462315116638127144e+01
1.453122006780161968e+01
1.443899223624657679e+01
1.431685433926452156e+01
1.421948277913629965e+01
1.412590328434598774e+01
1.403329376138962381e+01
1.390798213664683836e+01
1.381035828790874476e+01
1.367940769683915292e+01
1.358207582922369383e+01
1.345431448111423833e+01
1.332157066315032523e+01
1.320038832996528377e+01
1.309898969648062383e+01
1.302289748832929206e+01
1.286515446704693133e+01
1.278415207604163584e+01
1.272068497595862802e+01
1.267465219019203282e+01
1.264987116070390272e+01
1.263630583648403771e+01
1.262873036166212870e+01
1.262376770371989210e+01
1.261988348455857256e+01
1.261615764268279882e+01
1.260240507011908306e+01
1.255884856088771961e+01
1.251466544951809823e+01
1.245531798382778277e+01
1.237791905452636954e+01
1.224419197774870227e+01
1.212307233695780972e+01
1.200037549373419310e+01
1.187555244360117079e+01
1.183933504078949284e+01
