global_rmse,occupied_rmse,weighted_rmse
9.974532318115234375e+01,1.015980911254882812e+02,1.476437988281250000e+02
9.695453643798828125e+01,9.875545501708984375e+01,1.430114440917968750e+02
9.462572479248046875e+01,9.638339233398437500e+01,1.390067443847656250e+02
9.234042358398437500e+01,9.405564880371093750e+01,1.350192871093750000e+02
9.003195190429687500e+01,9.170429229736328125e+01,1.310034637451171875e+02
8.799106597900390625e+01,8.962550354003906250e+01,1.275307998657226562e+02
8.607408905029296875e+01,8.767291259765625000e+01,1.243467636108398438e+02
8.447434997558593750e+01,8.604345703125000000e+01,1.217011947631835938e+02
8.313775634765625000e+01,8.468203735351562500e+01,1.195114746093750000e+02
8.196964263916015625e+01,8.349221801757812500e+01,1.176353225708007812e+02
8.100627899169921875e+01,8.251096343994140625e+01,1.162048416137695312e+02
8.018600463867187500e+01,8.167544555664062500e+01,1.150098953247070312e+02
7.945562744140625000e+01,8.093151092529296875e+01,1.140092010498046875e+02
7.898023223876953125e+01,8.044728088378906250e+01,1.133825454711914062e+02
7.847876739501953125e+01,7.993649291992187500e+01,1.127486648559570312e+02
7.799310302734375000e+01,7.944180297851562500e+01,1.121668777465820312e+02
7.768497467041015625e+01,7.912795257568359375e+01,1.117769699096679688e+02
7.750981140136718750e+01,7.894953155517578125e+01,1.115424499511718750e+02
7.739715576171875000e+01,7.883478546142578125e+01,1.113846740722656250e+02
7.730619812011718750e+01,7.874214172363281250e+01,1.112493515014648438e+02
7.718247985839843750e+01,7.861611938476562500e+01,1.110628051757812500e+02
7.694458770751953125e+01,7.837380981445312500e+01,1.107265853881835938e+02
7.656472015380859375e+01,7.798687744140625000e+01,1.102073211669921875e+02
7.632138824462890625e+01,7.773902893066406250e+01,1.098737411499023438e+02
7.609901428222656250e+01,7.751252746582031250e+01,1.095767135620117188e+02
7.587660980224609375e+01,7.728599548339843750e+01,1.092861404418945312e+02
7.566325378417968750e+01,7.706867218017578125e+01,1.090088806152343750e+02
7.544535827636718750e+01,7.684673309326171875e+01,1.087222900390625000e+02
7.530393218994140625e+01,7.670267486572265625e+01,1.085354080200195312e+02
7.521004486083984375e+01,7.660704803466796875e+01,1.084072952270507812e+02
7.515447998046875000e+01,7.655045318603515625e+01,1.083288726806640625e+02
7.509087371826171875e+01,7.648566436767578125e+01,1.082399520874023438e+02
7.507396697998046875e+01,7.646843719482421875e+01,1.082160491943359375e+02
7.505750274658203125e+01,7.645166778564453125e+01,1.081915740966796875e+02
7.502068328857421875e+01,7.641416931152343750e+01,1.081413345336914062e+02
7.497845458984375000e+01,7.637115478515625000e+01,1.080876388549804688e+02
7.487928009033203125e+01,7.627013397216796875e+01,1.079646682739257812e+02
7.481203460693359375e+01,7.620164489746093750e+01,1.078763504028320312e+02
7.473702239990234375e+01,7.612523651123046875e+01,1.077746200561523438e+02
7.460334014892578125e+01,7.598907470703125000e+01,1.075901947021484375e+02
7.440634155273437500e+01,7.578842163085937500e+01,1.073052520751953125e+02
7.411524200439453125e+01,7.549190521240234375e+01,1.068765487670898438e+02
7.368304443359375000e+01,7.505168151855468750e+01,1.062369918823242188e+02
7.293553924560546875e+01,7.429029083251953125e+01,1.051206283569335938e+02
7.207119750976562500e+01,7.340989685058593750e+01,1.038383331298828125e+02
7.110462188720703125e+01,7.242536926269531250e+01,1.024121932983398438e+02
7.034641265869140625e+01,7.165306854248046875e+01,1.012819519042968750e+02
6.996027374267578125e+01,7.125975799560546875e+01,1.006955337524414062e+02
6.970900726318359375e+01,7.100382995605468750e+01,1.003140487670898438e+02
6.949655914306640625e+01,7.078742980957031250e+01,9.999602508544921875e+01
6.941275024414062500e+01,7.070206451416015625e+01,9.986881256103515625e+01
6.928652954101562500e+01,7.057350158691406250e+01,9.967643737792968750e+01
6.924164581298828125e+01,7.052777862548828125e+01,9.960807037353515625e+01
6.908686828613281250e+01,7.037013244628906250e+01,9.937206268310546875e+01
6.885110473632812500e+01,7.012998962402343750e+01,9.901330566406250000e+01
