global_rmse,occupied_rmse,weighted_rmse
1.192409515380859375e+02,1.338888702392578125e+02,2.080044403076171875e+02
1.192420425415039062e+02,1.338904113769531250e+02,2.080050964355468750e+02
1.192451705932617188e+02,1.338939514160156250e+02,2.080069732666015625e+02
1.192533950805664062e+02,1.339030303955078125e+02,2.080115661621093750e+02
1.192571105957031250e+02,1.339071502685546875e+02,2.080138702392578125e+02
1.192490768432617188e+02,1.338981781005859375e+02,2.080090179443359375e+02
1.192442703247070312e+02,1.338927764892578125e+02,2.080057220458984375e+02
1.192343139648437500e+02,1.338816375732421875e+02,2.079981079101562500e+02
1.192170867919921875e+02,1.338623504638671875e+02,2.079867706298828125e+02
1.192021942138671875e+02,1.338456268310546875e+02,2.079743957519531250e+02
1.191288986206054688e+02,1.337633361816406250e+02,2.079141540527343750e+02
1.190832748413085938e+02,1.337120971679687500e+02,2.078762207031250000e+02
1.189521408081054688e+02,1.335648651123046875e+02,2.077550811767578125e+02
1.186657943725585938e+02,1.332433319091796875e+02,2.074738922119140625e+02
1.182853775024414062e+02,1.328161773681640625e+02,2.070663909912109375e+02
1.179145965576171875e+02,1.323998565673828125e+02,2.066496734619140625e+02
1.173311309814453125e+02,1.317447052001953125e+02,2.059451293945312500e+02
1.168873672485351562e+02,1.312463989257812500e+02,2.053979949951171875e+02
1.167577514648437500e+02,1.311008758544921875e+02,2.052424011230468750e+02
1.167164764404296875e+02,1.310545349121093750e+02,2.051969451904296875e+02
1.167122955322265625e+02,1.310498352050781250e+02,2.051918334960937500e+02
1.166963729858398438e+02,1.310319519042968750e+02,2.051783294677734375e+02
1.166965942382812500e+02,1.310322113037109375e+02,2.051782073974609375e+02
1.166866912841796875e+02,1.310210723876953125e+02,2.051682891845703125e+02
1.166879043579101562e+02,1.310224456787109375e+02,2.051693725585937500e+02
1.166822738647460938e+02,1.310161132812500000e+02,2.051631469726562500e+02
1.166789932250976562e+02,1.310124206542968750e+02,2.051588745117187500e+02
1.166342086791992188e+02,1.309621429443359375e+02,2.051122741699218750e+02
1.166134948730468750e+02,1.309389038085937500e+02,2.050915832519531250e+02
1.165469741821289062e+02,1.308642120361328125e+02,2.050178222656250000e+02
1.164683380126953125e+02,1.307759094238281250e+02,2.049277648925781250e+02
1.163213882446289062e+02,1.306109161376953125e+02,2.047511138916015625e+02
1.160560760498046875e+02,1.303130035400390625e+02,2.044186706542968750e+02
1.158793029785156250e+02,1.301145172119140625e+02,2.041917266845703125e+02
1.154159317016601562e+02,1.295942230224609375e+02,2.035922241210937500e+02
1.148240051269531250e+02,1.289295806884765625e+02,2.028133697509765625e+02
1.144512710571289062e+02,1.285110473632812500e+02,2.023269195556640625e+02
1.139781417846679688e+02,1.279798049926757812e+02,2.017070159912109375e+02
1.132264938354492188e+02,1.271358261108398438e+02,2.007052917480468750e+02
1.126065979003906250e+02,1.264397659301757812e+02,1.998573150634765625e+02
1.118857345581054688e+02,1.256303558349609375e+02,1.988191833496093750e+02
1.110139541625976562e+02,1.246514663696289062e+02,1.975167541503906250e+02
1.099070587158203125e+02,1.234085998535156250e+02,1.958127899169921875e+02
1.085787811279296875e+02,1.219171371459960938e+02,1.937453002929687500e+02
1.072014236450195312e+02,1.203705749511718750e+02,1.915633239746093750e+02
1.057341079711914062e+02,1.187229919433593750e+02,1.892447967529296875e+02
1.047123641967773438e+02,1.175757141113281250e+02,1.876279449462890625e+02
1.035716094970703125e+02,1.162948074340820312e+02,1.858024291992187500e+02
1.023547058105468750e+02,1.149284057617187500e+02,1.838512725830078125e+02
1.011826324462890625e+02,1.136123199462890625e+02,1.820414123535156250e+02
9.996861267089843750e+01,1.122491455078125000e+02,1.801585388183593750e+02
9.855635070800781250e+01,1.106633758544921875e+02,1.779069671630859375e+02
9.741958618164062500e+01,1.093869400024414062e+02,1.761249389648437500e+02
9.609101867675781250e+01,1.078951492309570312e+02,1.740288085937500000e+02
9.479638671875000000e+01,1.064414749145507812e+02,1.719974975585937500e+02
9.362550354003906250e+01,1.051267623901367188e+02,1.701675567626953125e+02
9.266707611083984375e+01,1.040505828857421875e+02,1.687184448242187500e+02
9.182843780517578125e+01,1.031089172363281250e+02,1.674687957763671875e+02
9.104799652099609375e+01,1.022325973510742188e+02,1.663365936279296875e+02
9.048248291015625000e+01,1.015976104736328125e+02,1.655391998291015625e+02
9.003488159179687500e+01,1.010950164794921875e+02,1.649355773925781250e+02
8.965122222900390625e+01,1.006642379760742188e+02,1.644300842285156250e+02
8.935327911376953125e+01,1.003296737670898438e+02,1.640364685058593750e+02
8.916139984130859375e+01,1.001142425537109375e+02,1.637971649169921875e+02
8.897621154785156250e+01,9.990629577636718750e+01,1.635807189941406250e+02
8.886576843261718750e+01,9.978228759765625000e+01,1.634498138427734375e+02
8.877201080322265625e+01,9.967700958251953125e+01,1.633376007080078125e+02
8.866767883300781250e+01,9.955986022949218750e+01,1.632194824218750000e+02
8.859296417236328125e+01,9.947596740722656250e+01,1.631344451904296875e+02
8.855432128906250000e+01,9.943257141113281250e+01,1.630869750976562500e+02
8.849767303466796875e+01,9.936896514892578125e+01,1.630218048095703125e+02
8.841802215576171875e+01,9.927953338623046875e+01,1.629310150146484375e+02
8.834159088134765625e+01,9.919371032714843750e+01,1.628445434570312500e+02
8.825357818603515625e+01,9.909488677978515625e+01,1.627429504394531250e+02
8.811270904541015625e+01,9.893670654296875000e+01,1.625865936279296875e+02
8.795451354980468750e+01,9.875908660888671875e+01,1.624000396728515625e+02
8.778907012939453125e+01,9.857331085205078125e+01,1.622076568603515625e+02
8.764486694335937500e+01,9.841139221191406250e+01,1.620327606201171875e+02
8.754287719726562500e+01,9.829686737060546875e+01,1.619071350097656250e+02
8.745700836181640625e+01,9.820045471191406250e+01,1.618005371093750000e+02
8.742326354980468750e+01,9.816256713867187500e+01,1.617579650878906250e+02
8.737690734863281250e+01,9.811051177978515625e+01,1.616986999511718750e+02
8.733512115478515625e+01,9.806358337402343750e+01,1.616452331542968750e+02
8.733137512207031250e+01,9.805939483642578125e+01,1.616414642333984375e+02
8.732091522216796875e+01,9.804763793945312500e+01,1.616284484863281250e+02
8.732213592529296875e+01,9.804901885986328125e+01,1.616300811767578125e+02
8.731886291503906250e+01,9.804534149169921875e+01,1.616249694824218750e+02
8.731044006347656250e+01,9.803588104248046875e+01,1.616133880615234375e+02
8.717296600341796875e+01,9.788151550292968750e+01,1.614114685058593750e+02
8.697904968261718750e+01,9.766378021240234375e+01,1.611225433349609375e+02
8.659530639648437500e+01,9.723289489746093750e+01,1.605380859375000000e+02
8.612119293212890625e+01,9.670054626464843750e+01,1.597987060546875000e+02
8.556437683105468750e+01,9.607531738281250000e+01,1.589076080322265625e+02
8.476934814453125000e+01,9.518261718750000000e+01,1.576188507080078125e+02
8.387303924560546875e+01,9.417619323730468750e+01,1.561227722167968750e+02
8.274698638916015625e+01,9.291179656982421875e+01,1.542240142822265625e+02
8.163661956787109375e+01,9.166503143310546875e+01,1.523140411376953125e+02
8.092316436767578125e+01,9.086391448974609375e+01,1.511366119384765625e+02
8.014726257324218750e+01,8.999269104003906250e+01,1.498351287841796875e+02
7.971793365478515625e+01,8.951062774658203125e+01,1.491493377685546875e+02
7.957368469238281250e+01,8.934865570068359375e+01,1.489286804199218750e+02
7.949890136718750000e+01,8.926467895507812500e+01,1.488195800781250000e+02
7.946823120117187500e+01,8.923024749755859375e+01,1.487771759033203125e+02
7.942996215820312500e+01,8.918727111816406250e+01,1.487224731445312500e+02
7.942829132080078125e+01,8.918539428710937500e+01,1.487201385498046875e+02
7.942103576660156250e+01,8.917724609375000000e+01,1.487097625732421875e+02
7.942272186279296875e+01,8.917915344238281250e+01,1.487132720947265625e+02
7.942371368408203125e+01,8.918025970458984375e+01,1.487142944335937500e+02
7.942272186279296875e+01,8.917913818359375000e+01,1.487136535644531250e+02
7.942182922363281250e+01,8.917813873291015625e+01,1.487121582031250000e+02
7.942126464843750000e+01,8.917751312255859375e+01,1.487109375000000000e+02
7.942059326171875000e+01,8.917675781250000000e+01,1.487108764648437500e+02
7.942023468017578125e+01,8.917634582519531250e+01,1.487104797363281250e+02
7.941979217529296875e+01,8.917585754394531250e+01,1.487101898193359375e+02
7.942031860351562500e+01,8.917643737792968750e+01,1.487102203369140625e+02
7.941980743408203125e+01,8.917586517333984375e+01,1.487100982666015625e+02
7.941947937011718750e+01,8.917550659179687500e+01,1.487100372314453125e+02
7.941957855224609375e+01,8.917562103271484375e+01,1.487099456787109375e+02
7.941789245605468750e+01,8.917372131347656250e+01,1.487068023681640625e+02
7.941588592529296875e+01,8.917147064208984375e+01,1.487035980224609375e+02
7.941294860839843750e+01,8.916817474365234375e+01,1.486996765136718750e+02
7.941100311279296875e+01,8.916598510742187500e+01,1.486970825195312500e+02
7.940912628173828125e+01,8.916387939453125000e+01,1.486945495605468750e+02
7.940848541259765625e+01,8.916315460205078125e+01,1.486938171386718750e+02
7.940804290771484375e+01,8.916266632080078125e+01,1.486940002441406250e+02
7.941128540039062500e+01,8.916630554199218750e+01,1.487004852294921875e+02
7.940888214111328125e+01,8.916360473632812500e+01,1.486962127685546875e+02
7.940864562988281250e+01,8.916333007812500000e+01,1.486959075927734375e+02
7.940815734863281250e+01,8.916279602050781250e+01,1.486945800781250000e+02
7.941230010986328125e+01,8.916744995117187500e+01,1.487021942138671875e+02
7.939063262939453125e+01,8.914311981201171875e+01,1.486672363281250000e+02
7.928682708740234375e+01,8.902655029296875000e+01,1.484931640625000000e+02
7.907659149169921875e+01,8.879048919677734375e+01,1.481222381591796875e+02
7.863429260253906250e+01,8.829385375976562500e+01,1.473082733154296875e+02
7.780805969238281250e+01,8.736611938476562500e+01,1.457399902343750000e+02
7.662345886230468750e+01,8.603598022460937500e+01,1.434430541992187500e+02
7.464997863769531250e+01,8.382006072998046875e+01,1.395381469726562500e+02
7.208659362792968750e+01,8.094174957275390625e+01,1.343506622314453125e+02
