map_id,run_index,sensor_seed,diffusion_seed,gained_true_utility,total_true_utility,task_completion,coverage_efficiency,global_final_rmse,global_mean_rmse,global_auc_rmse,occupied_final_rmse,occupied_mean_rmse,occupied_auc_rmse,weighted_final_rmse,weighted_mean_rmse,weighted_auc_rmse,final_total_variance,variance_reduction
101,0,224,101125,148759.0,199298.0,0.746414916356411,0.0037135070465493083,21.465442657470703,61.94127102851868,12314.889587402344,24.997060775756836,72.1484294128418,14344.232434272766,44.17438888549805,121.37238445281983,24130.775674819946,17879.644065609264,8130.355934390736
101,1,224,101126,124989.0,199298.0,0.6271462834549268,0.0031201307634573473,29.295698165893555,61.56610989570618,12235.942233085632,34.1202392578125,71.71205293655396,14252.39554977417,51.194400787353516,118.19847309112549,23492.48339653015,19084.174146651985,6925.825853348015
101,2,224,101127,105048.0,199298.0,0.527090086202571,0.002622338737326224,31.50104522705078,66.54041735649109,13229.701051712036,36.69083023071289,77.50666435241699,15410.032537460327,64.17682647705078,129.75060386657714,25796.418338775635,18243.94220167324,7766.057798326761
101,3,224,101128,118898.0,199298.0,0.5965840098746601,0.002968079651117712,36.02927780151367,59.24263694763184,11767.880853652954,41.96415328979492,69.0051483154297,13707.092668533325,66.01187896728516,110.71198360443115,21987.77676010132,18796.68686429583,7213.313135704171
101,4,224,101129,82501.0,199298.0,0.41395799255386406,0.0020594925002679803,53.82880401611328,69.411497631073,13792.753227233887,62.699684143066406,80.85101606369018,16065.898452758789,106.25553131103516,135.76754455566407,26978.767124176025,18286.912317514078,7723.087682485922
102,0,225,102125,68178.0,99856.0,0.682763178977728,0.0033968317362076017,15.667207717895508,34.818160796165465,6923.971170425415,18.14512062072754,40.343210515975954,8022.688267707825,28.647512435913086,67.19007555007934,13364.582798957825,18491.506419506564,7518.493580493436
102,1,225,102126,56455.0,99856.0,0.5653641243390483,0.002812756837507703,20.62852668762207,37.875069561004636,7532.872263908386,23.900863647460938,43.88705910682678,8728.580114364624,39.063560485839844,73.99204841613769,14719.769348144531,18111.005860698137,7898.9941393018635
102,2,225,102127,64654.0,99856.0,0.6474723601986861,0.003221255523376548,13.580901145935059,34.7459565448761,6910.573473453522,15.726360321044922,40.2595699596405,8007.169536590576,25.13890838623047,67.76285075187683,13480.892141342163,18676.35390249174,7333.646097508259
102,3,225,102128,70072.0,99856.0,0.701730491908348,0.0034911964771559604,14.543434143066406,37.261374831199646,7413.1758642196655,16.843660354614258,43.1750403881073,8589.70497226715,28.16040802001953,72.55041338920593,14436.893918991089,16993.410525321997,9016.589474678003
102,4,225,102129,70122.0,99856.0,0.7022312129466431,0.0034936876266002145,12.290359497070312,26.4109929227829,5244.226019859314,14.234579086303711,30.599954538345337,6075.992342948914,23.309680938720703,50.475075807571415,10024.251766204834,17541.432589256674,8468.567410743326
103,0,226,103125,62446.0,200198.0,0.31192119801396617,0.0015518467562883889,63.18693923950195,67.5379909324646,13426.132055282593,64.36038970947266,68.79238227844239,13675.497215270996,91.01383209228516,97.23669761657715,19328.010707855225,19743.519467568167,6266.480532431833
103,1,226,103126,116830.0,200198.0,0.5835722634591755,0.002903344594324256,22.468961715698242,48.28591148376465,9596.075154304504,22.884992599487305,49.182313117980954,9774.221081733704,29.857202529907227,68.68014253616333,13647.27800655365,17533.640122025987,8476.359877974013
