map_id,run_index,sensor_seed,diffusion_seed,gained_true_utility,total_true_utility,task_completion,coverage_efficiency,global_final_rmse,global_mean_rmse,global_auc_rmse,occupied_final_rmse,occupied_mean_rmse,occupied_auc_rmse,weighted_final_rmse,weighted_mean_rmse,weighted_auc_rmse,final_total_variance,variance_reduction
103,0,226,103125,120648.0,200198.0,0.6026433830507797,0.002998225786322287,29.706111907958984,56.55057897567749,11245.390077590942,30.25528335571289,57.60051076889038,11454.175466537476,45.410831451416016,82.1318479347229,16329.84227180481,16807.82721519636,9202.172784803639
103,1,226,103126,113098.0,200198.0,0.5649307185885973,0.0028106005899930214,33.36791229248047,54.35062873840332,10803.569129943848,33.98585891723633,55.359578151702884,11004.123655319214,48.76203155517578,78.51633752822876,15605.064590454102,18518.71396534374,7491.286034656259
103,2,226,103127,118107.0,200198.0,0.5899509485609247,0.002935079346074252,25.499465942382812,56.58256181716919,11253.88996887207,25.971351623535156,57.633165216445924,11462.848321914673,36.2479362487793,81.77794820785522,16263.643774032593,17906.452347661736,8103.547652338264
103,3,226,103128,133287.0,200198.0,0.6657758818769418,0.0033123178202832926,28.257936477661133,53.7243786239624,10680.874094963074,28.78091049194336,54.7218895816803,10879.188415527344,42.86791229248047,77.95226224899292,15495.196594238281,17435.42431580802,8574.57568419198
103,4,226,103129,112873.0,200198.0,0.5638068312370753,0.0028050091106322154,26.3302059173584,57.94944451332092,11526.85113811493,26.81836700439453,59.02562923431397,11740.917617797852,35.871055603027344,83.47282110214233,16602.80679321289,18723.652102240216,7286.347897759784
104,0,227,104125,96437.0,199504.0,0.48338379180367314,0.0024048944865854385,40.580745697021484,95.13641517639161,18947.372186660767,45.564697265625,106.82315574645996,21274.90436553955,72.04950714111328,170.8409287261963,34028.15877151489,16218.751074491971,9791.248925508029
104,1,227,104126,101408.0,199504.0,0.5083005854519208,0.002528858634089158,36.553184509277344,92.92460670471192,18507.0242729187,41.04138946533203,104.3394712638855,20780.429122924805,69.40117645263672,167.47325302124023,33355.94779586792,15666.858158603343,10343.141841396657
104,2,227,104127,58715.0,199504.0,0.29430487609270994,0.0014642033636453231,86.6015396118164,105.93952838897705,21084.98443222046,97.23872375488281,118.95293403625489,23675.023010253906,160.62673950195312,189.03123794555665,37621.93199920654,17360.70600118033,8649.29399881967
104,3,227,104128,88599.0,199504.0,0.4440963589702462,0.0022094346217425183,52.020023345947266,97.79126094818115,19472.621702194214,58.40776443481445,109.80368255615234,21864.588193893433,97.6063003540039,176.1534511566162,35077.88486099243,15606.565649617001,10403.434350382999
104,4,227,104129,75582.0,199504.0,0.3788495468762531,0.0018848236162997667,58.322330474853516,102.98025129318238,20507.268617630005,65.48588562011719,115.63053554534912,23026.419731140137,103.33917236328125,184.75344360351562,36795.016914367676,16645.27828301009,9364.721716989909
105,0,228,105125,96039.0,198797.0,0.4831008516225094,0.002403486823992584,38.035160064697266,81.69335189819336,16265.954210281372,39.88379669189453,85.67106107711793,17057.956253051758,58.524295806884766,129.14591251373292,25716.29698753357,16092.936959047223,9917.063040952777
105,1,228,105126,58067.0,198797.0,0.29209193297685576,0.0014531936964022674,70.8780517578125,88.88345012664794,17687.552410125732,74.33002471923828,93.21251621246338,18549.024166107178,112.1401138305664,139.36525276184082,27733.35712814331,17875.307662749594,8134.692337250406
105,2,228,105127,101088.0,198797.0,0.5084986191944546,0.0025298438765893262,49.47954559326172,82.87202243804931,16495.96612548828,51.88765335083008,86.90774593353271,17299.29129600525,75.09329223632812,130.2750676727295,25933.843521118164,16219.21804660293,9790.78195339707
105,3,228,105128,65511.0,198797.0,0.32953716605381367,0.0016394883883274311,71.27410125732422,92.97942420959473,18506.549201965332,74.74431610107422,97.50787788391114,19407.88935470581,109.38648986816406,145.32088043212892,28925.85947418213,18270.073220148566,7739.926779851434
105,4,228,105129,64450.0,198797.0,0.32420006338123813,0.0016129356387126275,62.577491760253906,86.94118991851806,17303.250648498535,65.6242904663086,91.17513538360596,18145.90086746216,99.84027099609375,137.6033519744873,27387.126892089844,17417.672189002482,8592.327810997518
