total_variance
2.616497437936801163e+01
2.605120818083740630e+01
2.583985546409656564e+01
2.569307129136564782e+01
2.537267878377394581e+01
2.524699885703327240e+01
2.508759390332482653e+01
2.471388679890885243e+01
2.449819649168443902e+01
2.428561296115299939e+01
2.410965011068506669e+01
2.390980299601072545e+01
2.371162624277461362e+01
2.358970053097557695e+01
2.336879573822223932e+01
2.324005217760400654e+01
2.305959655490892146e+01
2.286748259693524687e+01
2.268369620778296536e+01
2.256610302570361881e+01
2.240399377540858694e+01
2.229093841858245995e+01
2.212863169061482438e+01
2.198344440079100792e+01
2.185265457547427559e+01
2.171928733887330765e+01
2.158013710652477357e+01
2.144665879354680627e+01
2.131484287231462815e+01
2.118373822534290696e+01
2.114624009193076759e+01
2.111743219197111543e+01
2.104709417899790225e+01
2.094884543912524677e+01
2.084379231284652789e+01
2.070061739829149161e+01
2.058233495439766614e+01
2.046910506141134789e+01
2.035741927536059848e+01
2.020839556066799858e+01
2.007928668354275459e+01
1.991582553647937459e+01
1.988614367593071108e+01
1.980394198613589651e+01
1.967444456421171139e+01
1.953572299236406806e+01
1.943856466695980956e+01
1.931629202726812622e+01
1.927517521591118310e+01
1.920448694372976917e+01
1.898276266789641298e+01
1.883159789669410600e+01
1.872129759098221058e+01
1.857004041556801255e+01
1.845022197322145274e+01
1.833681694402694262e+01
1.821687366932376051e+01
1.806227046351149568e+01
1.794106536483173286e+01
1.782626080380167366e+01
1.767098883965635991e+01
1.755893007216127444e+01
1.740356647669017676e+01
1.710483732218954600e+01
1.695164020173547925e+01
1.677178843307198974e+01
1.659362440600512301e+01
1.657470788753751023e+01
1.653628519838121491e+01
1.649963039950798560e+01
1.648780568803373825e+01
1.647931774234627511e+01
1.642744571866057868e+01
1.640400469347471102e+01
1.634308415825259431e+01
1.626452474979087981e+01
1.618205704751116158e+01
1.609788099917260595e+01
1.601267689564119223e+01
1.592678735683126945e+01
1.584055298622133279e+01
1.575421598063784856e+01
1.566785170578740072e+01
1.558147930096560962e+01
1.549510455877295456e+01
1.540872916651962399e+01
1.532235359966084154e+01
1.523807599497503418e+01
1.515984818045312466e+01
1.508149587496821908e+01
1.506264492386033282e+01
1.501554850944785358e+01
1.495422151123070620e+01
1.488952633525560820e+01
1.482350403074666190e+01
1.475682140910467055e+01
1.473392910698730063e+01
1.472092322969533917e+01
1.471216249081236782e+01
1.470571895867551859e+01
1.470071573394466036e+01
1.469668446490548241e+01
1.469334754276636268e+01
1.469052788594493464e+01
1.468810618936853274e+01
1.468599859362579707e+01
1.468414412364489507e+01
1.468249719811938192e+01
1.468102294655867013e+01
1.467969416489596668e+01
1.455384781001130179e+01
1.434408176502186905e+01
1.424426626539207064e+01
1.402434617554808582e+01
1.391614802443216092e+01
1.383193065770966257e+01
1.377677687817592123e+01
1.372504293420217181e+01
1.368995246535030219e+01
1.366411858537003710e+01
1.364287217494632465e+01
1.361766305888436079e+01
1.356493997551071828e+01
1.352383372880691503e+01
1.350180739512019912e+01
1.341257589002425021e+01
1.331012481986953944e+01
1.329853741561322700e+01
1.327029286143690001e+01
1.320455026403411125e+01
1.309026375811668075e+01
1.299499867030423772e+01
1.286608293524182578e+01
1.272510545264432835e+01
1.258247844475122257e+01
1.244022393773428803e+01
1.230033017535461148e+01
1.220278103383136425e+01
1.211051664605971467e+01
1.186881871050676907e+01
1.180149304878440830e+01
1.170852921473495911e+01
1.160132365705257484e+01
1.149327899026460642e+01
1.138603824942535603e+01
1.128049064645666277e+01
1.115180767743951584e+01
1.101855745416635024e+01
1.090415220167980515e+01
1.081337649635344711e+01
