map_id,run_index,sensor_seed,gained_true_utility,total_true_utility,task_completion,coverage_efficiency,global_final_rmse,global_mean_rmse,global_auc_rmse,occupied_final_rmse,occupied_mean_rmse,occupied_auc_rmse,final_total_variance,variance_reduction
20,0,20123,305.10565185546875,843.6165771484375,0.3616638886907319,0.0023951250906670985,0.06280741840600967,0.0703310996790727,10.478772595524788,0.06037238985300064,0.06179516976078352,9.205243021249771,17.24280437675216,9.289996623247845
21,0,21123,265.9010009765625,710.4962768554688,0.3742468604527999,0.0024784560294887413,0.05481338873505592,0.061845318600535396,9.21577543951571,0.060530632734298706,0.06699420767525832,9.982944149523973,17.24280437675216,9.289996623247845
22,0,22123,409.2281188964844,1055.4534912109375,0.3877272871843655,0.002567730378704407,0.09906771779060364,0.12259746273358663,18.267165884375572,0.06665255129337311,0.0673425209025542,10.03434469178319,17.24280437675216,9.289996623247845
23,0,23123,265.162841796875,647.4739379882812,0.4095343862345147,0.0027121482532087068,0.08624181151390076,0.08899966125686963,13.260639782994986,0.09309390187263489,0.09566375588377317,14.253467772156,17.24280437675216,9.289996623247845
24,0,24123,134.22813415527344,518.7958984375,0.2587301375348943,0.0017134446194363862,0.06932708621025085,0.10337780445814132,15.401739180088043,0.07320680469274521,0.11014736513296763,16.410319428890944,17.24280437675216,9.289996623247845
25,0,25123,54.86536407470703,253.6352996826172,0.21631596289381644,0.0014325560456544136,0.14925266802310944,0.18247438569863636,27.187933556735516,0.15133227407932281,0.1851325501004855,27.583972707390785,17.24280437675216,9.289996623247845
