map_id,run_index,sensor_seed,planner_seed,gained_true_utility,total_true_utility,task_completion,coverage_efficiency,global_final_rmse,global_mean_rmse,global_auc_rmse,occupied_final_rmse,occupied_mean_rmse,occupied_auc_rmse,final_total_variance,variance_reduction
20,0,143,20042,311.9347229003906,843.6165771484375,0.3697588825895067,0.0024487343217848125,0.05056028813123703,0.061155532399813334,9.108361214399338,0.04577647149562836,0.055060753772656124,8.202029407024384,10.732270670506956,15.80053032949305
20,1,143,20043,320.56878662109375,843.6165771484375,0.379993465401864,0.002516513015906384,0.048134032636880875,0.06100995518267155,9.087737759575248,0.05814608931541443,0.06303355378409227,9.391764599829912,10.105100470728088,16.427700529271917
20,2,143,20044,259.49383544921875,843.6165771484375,0.3075968899595958,0.002037065496421164,0.05918746069073677,0.06775192936261495,10.09350717253983,0.05385660380125046,0.06223985883096854,9.274855099618435,13.905170833037577,12.62763016696243
20,3,143,20045,305.0655212402344,843.6165771484375,0.36161631895784446,0.0023948100593234735,0.04962515830993652,0.06037217025955518,8.991324458271265,0.05648069828748703,0.06260746205846468,9.328683536499739,10.044785041498315,16.48801595850169
20,4,143,20046,278.24420166015625,843.6165771484375,0.3298230608514917,0.0021842586811357066,0.04985233023762703,0.06061561691264312,9.02772787027061,0.04567282646894455,0.05591549962759018,8.330293107777834,10.69740801249226,15.835392987507745
21,0,144,21042,254.44895935058594,710.4962768554688,0.35812849080185494,0.0023717118596149334,0.0450671911239624,0.05641429389516513,8.405965022742748,0.043775543570518494,0.058474139471848804,8.71326432004571,10.345811486457166,16.18698951354284
21,1,144,21043,225.7761993408203,710.4962768554688,0.3177725298435988,0.002104453840023833,0.04627583920955658,0.056584722598393755,8.430925004184246,0.0478476881980896,0.059301522051294644,8.8353356346488,9.953200094084718,16.57960090591529
21,2,144,21044,240.6913604736328,710.4962768554688,0.33876512560894806,0.002243477653039391,0.04460113123059273,0.05394610847036044,8.03597023896873,0.04703451693058014,0.05554350554943085,8.272039745002985,10.470339589568855,16.06246141043115
21,3,144,21045,259.5762634277344,710.4962768554688,0.36534500163262384,0.0024195033220703564,0.04835733398795128,0.05671337634325027,8.449182318523526,0.05060707405209541,0.057776690845688185,8.605231260880828,9.632903719470006,16.89989728053
21,4,144,21046,258.6712951660156,710.4962768554688,0.36407128874882944,0.0024110681374094663,0.04391425475478172,0.05650246428946654,8.41976705007255,0.04435183107852936,0.05855273303886255,8.724765211343765,10.710812894162295,15.821988105837711
