map_id,run_index,sensor_seed,planner_seed,gained_true_utility,total_true_utility,task_completion,coverage_efficiency,global_final_rmse,global_mean_rmse,global_auc_rmse,occupied_final_rmse,occupied_mean_rmse,occupied_auc_rmse,weighted_final_rmse,weighted_mean_rmse,weighted_auc_rmse,final_total_variance,variance_reduction
101,0,224,101042,126568.0,199298.0,0.6350690925147267,0.0042057555795677265,27.019420623779297,67.42861550649008,10038.150718688965,31.46747589111328,78.54001154581705,11692.313076019287,52.04094696044922,131.4388924662272,19568.199375152588,18774.82335936868,7235.176640631322
101,1,224,101043,140517.0,199298.0,0.7050597597567462,0.004669269932163882,21.924882888793945,57.07822275797526,8488.139075279236,25.53359603881836,66.48403743743897,9886.88389968872,40.89192199707031,107.61806228637695,16000.649360656738,17948.793322521324,8061.206677478676
101,2,224,101044,136512.0,199298.0,0.6849642244277414,0.00453618691674001,22.058616638183594,60.06194735209147,8935.630897521973,25.690582275390625,69.95986887613932,10408.180122375488,39.41999053955078,110.14380882263184,16380.24730682373,18395.9977035053,7614.002296494698
101,3,224,101045,116807.0,199298.0,0.5860921835643107,0.0038814051891676205,38.50397872924805,81.6344891611735,12163.289487838745,44.8489875793457,95.08890614827475,14167.956510543823,72.60794830322266,156.6888397725423,23345.407970428467,17901.74298879776,8108.25701120224
101,4,224,101046,114948.0,199298.0,0.5767644431956166,0.0038196320741431563,38.7904052734375,68.51813074747722,10195.692512512207,45.18144989013672,79.8094812520345,11875.876544952393,80.66325378417969,137.41674677530924,20450.566368103027,17337.75801598853,8672.24198401147
102,0,225,102042,74081.0,99856.0,0.7418783047588527,0.004913101356018893,10.549968719482422,32.64043039321899,4858.962189674377,12.210370063781738,37.816937414805096,5629.554152011871,19.356239318847656,62.162538630167646,9255.594120025635,18712.206670001586,7297.793329998414
102,1,225,102043,37343.0,99856.0,0.37396851466111203,0.002476612679874914,35.3240852355957,49.97916585286458,7447.385450363159,40.93040084838867,57.91330093383789,8629.648664474487,68.60832214355469,96.77000401814779,14422.087886810303,17798.762023760843,8211.237976239157
102,2,225,102044,61724.0,99856.0,0.6181301073545906,0.004093576869897951,14.447678565979004,31.17031628290812,4636.496218204498,16.728471755981445,36.11367917378743,5371.806365013123,27.635513305664062,59.208599637349444,8808.363634109497,18923.03845090755,7086.961549092452
102,3,225,102045,50395.0,99856.0,0.5046767344976767,0.0033422300297859383,23.57143783569336,42.86672252655029,6386.395275115967,27.31099510192871,49.67176678975423,7400.2282457351685,44.39279556274414,82.55957097371419,12302.630693435669,17685.840817750774,8324.159182249226
102,4,225,102046,68221.0,99856.0,0.6831937990706618,0.004524462245501072,9.8363676071167,25.123581186930338,3731.791609287262,11.375823974609375,29.108566754659016,4323.715826034546,16.972291946411133,44.75436824798584,6645.5605363845825,18207.656728499198,7802.343271500802
103,0,226,103042,97950.0,200198.0,0.48926562702924103,0.0032401697154254374,46.0643424987793,65.70326833089193,9782.585416793823,46.91912841796875,66.92323542277018,9964.226703643799,65.60993957519531,96.05428726196288,14301.516220092773,17807.860933155796,8202.139066844204
