map_id,run_index,sensor_seed,planner_seed,gained_true_utility,total_true_utility,task_completion,coverage_efficiency,global_final_rmse,global_mean_rmse,global_auc_rmse,occupied_final_rmse,occupied_mean_rmse,occupied_auc_rmse,weighted_final_rmse,weighted_mean_rmse,weighted_auc_rmse,final_total_variance,variance_reduction
101,0,224,101042,99023.0,199298.0,0.49685897500225795,0.0032904567880944237,43.97827911376953,84.30301241556803,12560.830825805664,51.22444534301758,98.1966628519694,14630.932287216187,86.33058166503906,165.01007166544596,24586.731437683105,18298.70912785511,7711.290872144891
101,1,224,101043,124892.0,199298.0,0.6266595751086314,0.004150063411315439,23.6087646484375,56.40269788106283,8385.968402862549,27.49739646911621,65.69806073506673,9768.005494117737,42.79164123535156,105.46361086527507,15676.531787872314,18128.86114617139,7881.138853828608
101,2,224,101044,65561.0,199298.0,0.32895964836576386,0.002178540717654065,73.64109802246094,79.09198582967123,11764.345428466797,85.7768783569336,92.12700780232747,13703.20781326294,140.8782958984375,149.1628690592448,22182.37718963623,17528.10134158044,8481.898658419559
101,3,224,101045,118843.0,199298.0,0.5963080412246987,0.0039490598756602565,26.268306732177734,64.41076608022054,9585.848861694336,30.595800399780273,75.02606421152751,11165.656813621521,49.59451675415039,120.61431139628093,17945.735429763794,17922.24625661063,8087.75374338937
101,4,224,101046,110902.0,199298.0,0.5564631857820952,0.0036851866608085776,31.84197425842285,54.00912742614746,8022.8162298202515,37.087120056152344,62.90888865152995,9344.834819793701,59.994625091552734,104.20153472900391,15478.61887550354,17290.825914125307,8719.174085874693
102,0,225,102042,54425.0,99856.0,0.5450348501842653,0.003609502319101095,14.140605926513672,28.02728287378947,4165.194743156433,16.366352081298828,32.472470881144204,4825.8061809539795,26.500600814819336,50.17595919291178,7454.03502368927,17361.1318659859,8648.868134014101
102,1,225,102043,44181.0,99856.0,0.44244712385835605,0.0029301134030354707,23.41461181640625,31.43867118835449,4672.26598739624,27.126325607299805,36.42798951466878,5413.7539892196655,43.68115234375,59.03014264424642,8773.572265625,17317.42205320081,8692.577946799189
102,2,225,102044,54915.0,99856.0,0.5499419163595578,0.0036419994460897866,12.002002716064453,23.775717328389486,3528.52921295166,13.892452239990234,27.543466148376464,4087.6924209594727,21.076637268066406,44.01086447397868,6531.982797622681,17176.24076244101,8833.759237558988
102,3,225,102045,40077.0,99856.0,0.4013479410350905,0.002657933384338348,39.8587646484375,45.44438886006673,6764.901561737061,46.1848030090332,52.658287887573245,7838.769506454468,78.28540802001953,87.4246689860026,13015.449089050293,18321.29970469218,7688.700295307819
102,4,225,102046,56283.0,99856.0,0.563641643967313,0.0037327261189888275,17.905391693115234,27.98091957092285,4156.35785484314,20.74367904663086,32.42106414794922,4815.906507492065,34.166175842285156,51.70243011474609,7679.172874450684,18055.18576536403,7954.814234635971
103,0,226,103042,102859.0,200198.0,0.5137863515120031,0.003402558619284789,24.99500846862793,64.06730342864991,9547.725348472595,25.458669662475586,65.25716812133788,9725.046837806702,34.194217681884766,92.14468264261882,13730.783388137817,18676.990511521417,7333.009488478583
103,1,226,103043,74866.0,200198.0,0.3739597798179802,0.0024765548332316566,56.61164855957031,72.67815437316895,10823.54467010498,57.66285705566406,74.0279374440511,11024.56014251709,83.4054946899414,105.95739919026693,15778.085231781006,18276.08534946786,7733.9146505321405
103,2,226,103044,95195.0,200198.0,0.4755042507917162,0.003149034773455074,41.09595489501953,59.966950505574545,8924.621936798096,41.85842514038086,61.080478032430015,9090.343446731567,57.79977798461914,87.8877837117513,13080.445768356323,18889.12352254596,7120.87647745404
103,3,226,103045,103026.0,200198.0,0.5146205256795772,0.0034080829515203788,29.410581588745117,48.55358852386475,7218.460326194763,29.9564208984375,49.45522432963053,7352.506393432617,40.45389938354492,69.55990709940592,10339.937215805054,18152.068361354122,7857.931638645878
103,4,226,103046,88624.0,200198.0,0.44268174507237834,0.0029316671859097904,35.89457702636719,69.55987686157226,10366.16157913208,36.55796432495117,70.85121012369791,10558.603490829468,52.61543655395508,101.07046053568523,15060.439462661743,17241.323330687177,8768.676669312823
104,0,227,104042,76203.0,199504.0,0.3819622664207234,0.0025295514332498237,78.57679748535156,90.45375534057617,13469.154426574707,88.22896575927734,101.56520161946615,15123.721324920654,148.30218505859375,165.62557332356772,24665.68268585205,17746.24212628503,8263.75787371497
104,1,227,104043,68511.0,199504.0,0.34340664848825087,0.002274216215153979,85.81898498535156,100.92071990966797,15035.578018188477,96.36087036132812,113.31800104777018,16882.575286865234,159.9156494140625,182.12789377848307,27135.22402191162,17698.03280582767,8311.967194172332
104,2,227,104044,67671.0,199504.0,0.339196206592349,0.0022463324939890664,68.69098663330078,89.39381591796875,13315.10641860962,77.12782287597656,100.37482376098633,14950.715217590332,115.84783935546875,155.25705713907877,23126.632431030273,18288.752516920107,7721.247483079893
104,3,227,104045,106771.0,199504.0,0.5351822519849226,0.0035442533244034614,40.87788009643555,77.71002479553222,11576.444303512573,45.898712158203125,87.2559344736735,12998.496379852295,63.83028793334961,129.2198983256022,19247.06738471985,18483.4667028287,7526.5332971713
104,4,227,104046,96349.0,199504.0,0.4829426978907691,0.0031982960125216497,36.97168731689453,79.41221740722656,11833.726291656494,41.511966705322266,89.16704429626465,13287.356225967407,65.0711441040039,136.84721099853516,20390.543857574463,17768.809952714288,8241.190047285712
105,0,228,105042,55520.0,198797.0,0.279279868408477,0.00184953555237402,84.90342712402344,96.14487436930338,14325.580852508545,89.03752136230469,100.82690658569337,15023.203163146973,138.4143524169922,153.2449887084961,22833.917762756348,18777.47993200465,7232.520067995349
105,1,228,105043,89861.0,198797.0,0.45202392390227214,0.002993535919882597,39.753414154052734,78.23585863749186,11661.803499221802,41.68741226196289,82.04566528320312,12229.692022323608,64.42498779296875,123.53606145222982,18414.573356628418,16984.62415305167,9025.37584694833
105,2,228,105044,78748.0,198797.0,0.3961226779076143,0.0026233289927656577,57.28715515136719,72.95302658081054,10860.611820220947,60.0756721496582,76.5056430308024,11389.494554519653,85.52486419677734,111.0413703918457,16529.819759368896,17758.09575883169,8251.904241168311
105,3,228,105045,52672.0,198797.0,0.2649536964843534,0.0017546602416182344,78.51058959960938,88.95003412882487,13249.551235198975,82.33333587646484,93.28163330078125,13894.764263153076,121.7184066772461,138.25338302612306,20593.524883270264,18463.042017812404,7546.957982187596
105,4,228,105046,88647.0,198797.0,0.44591719190933465,0.0029530939861545343,42.820281982421875,78.36211667378744,11679.208770751953,44.90385437011719,82.17814046223958,12247.955078125,69.69873809814453,124.51434488932291,18558.678997039795,17452.372710499094,8557.627289500906
106,0,229,106042,57199.0,100258.0,0.5705180633964372,0.0037782653205062065,14.562673568725586,23.265129146575926,3448.708169937134,16.464679718017578,26.31931920369466,3901.4383602142334,30.14926528930664,47.27668930053711,7007.812917709351,16905.775522558426,9104.224477441574
106,1,229,106043,57507.0,100258.0,0.5735901374453909,0.0037986101817575556,16.94411849975586,26.53866731007894,3938.5481719970703,19.160655975341797,30.024890530904134,4455.926071166992,33.46215057373047,50.6667111714681,7514.659755706787,17650.38397593433,8359.616024065672
106,2,229,106044,54754.0,100258.0,0.546130982066269,0.003616761470637543,16.178268432617188,36.56455209096273,5442.813814163208,18.29765510559082,41.37306608835856,6158.583905220032,34.26848220825195,75.34569852193196,11216.104692459106,17750.570235099414,8259.429764900586
106,3,229,106045,56148.0,100258.0,0.5600351094177023,0.003708841784223194,16.915563583374023,24.813638191223145,3679.808081626892,19.12742042541504,28.072058232625327,4163.017844200134,33.725040435791016,47.87328125,7095.513822555542,17827.52747726361,8182.472522736389
106,4,229,106046,49413.0,100258.0,0.4928584252628219,0.003263963081210741,19.380603790283203,55.71077857971191,8313.146619796753,21.918167114257812,63.040809389750166,9406.935144424438,37.91316223144531,115.31964093526204,17210.37371444702,17042.584797697127,8967.415202302873
107,0,230,107042,88898.0,149873.0,0.5931555383558079,0.003928182373217271,20.66122055053711,39.799888674418135,5913.215068817139,24.59792709350586,47.394706637064616,7041.605075836182,39.80020523071289,74.29824645996094,11033.92523765564,17669.978539833315,8340.021460166685
107,1,230,107043,81405.0,149873.0,0.5431598753611391,0.003597085267292312,25.502262115478516,37.84470476786296,5617.516962051392,30.36264419555664,45.06592028299968,6689.404764175415,48.34595489501953,69.49494438171386,10309.157051086426,17251.436930421885,8758.563069578115
107,2,230,107044,96745.0,149873.0,0.6455132011769965,0.004274921862099315,23.634204864501953,44.969625829060874,6687.189149856567,28.139156341552734,53.55073102315267,7963.238119125366,48.20393753051758,89.17556022644042,13261.320436477661,18671.528335448733,7338.471664551267
107,3,230,107045,89399.0,149873.0,0.5964983686187639,0.003950320321978569,20.91979217529297,44.02731834411621,6547.200233459473,24.90785789489746,52.429000752766925,7796.5942277908325,38.95026397705078,82.68243268330892,12291.978141784668,17876.900111354167,8133.099888645833
107,4,230,107046,68494.0,149873.0,0.4570136048521081,0.0030265801645834975,37.155635833740234,46.940294901529946,6976.02879524231,44.244659423828125,55.89847544352214,8307.347030639648,72.85799407958984,89.33353001912435,13272.688877105713,17012.30096070411,8997.69903929589
108,0,231,108042,46114.0,100446.0,0.45909244768333235,0.0030403473356512075,19.54289436340332,31.809046936035156,4728.84986782074,21.66250991821289,35.27093120574951,5243.506015777588,36.18222427368164,58.84504320780436,8746.080652236938,16810.40336881541,9199.596631184591
108,1,231,108043,54917.0,100446.0,0.5467315771658403,0.0036207389216280817,15.102120399475098,35.61756253560384,5302.347594738007,16.736530303955078,39.491642214457194,5879.075656890869,26.52836036682129,65.98828013102214,9822.393122673035,17142.23966739107,8867.76033260893
108,2,231,108044,49669.0,100446.0,0.4944845986898433,0.003274732441654591,23.580671310424805,44.76763064066569,6670.618535041809,26.141035079956055,49.640443852742514,7396.6936502456665,46.027427673339844,87.1528313446045,12987.326271057129,18302.477416208196,7707.522583791804
108,3,231,108045,45052.0,100446.0,0.44851960257252654,0.002970328493857792,24.344806671142578,35.738677660624184,5315.893520355225,26.992334365844727,39.62808891296387,5894.414759635925,50.64982986450195,70.82456718444824,10535.77544593811,18559.75110354691,7450.248896453089
108,4,231,108046,47977.0,100446.0,0.47763972681838995,0.0031631769987972846,19.779321670532227,34.21497522989909,5089.620898246765,21.92288589477539,37.9381019337972,5643.45143699646,36.82080078125,62.53647186279297,9299.475662231445,17477.002443594705,8532.997556405295
109,0,232,109042,104022.0,200545.0,0.5186965518960832,0.0034350765026230677,36.22642135620117,52.969524230957035,7871.652196884155,37.85921859741211,55.36048011779785,8226.964422225952,55.814476013183594,80.8000388844808,12000.312149047852,17231.023545986387,8778.976454013613
109,1,232,109043,95987.0,200545.0,0.4786307312573238,0.0031697399421014823,34.98141860961914,54.97952626546224,8173.7750034332275,36.55842590332031,57.46204920450846,8542.85018157959,51.58495330810547,81.07654978434245,12043.903545379639,16887.074393420025,9122.925606579975
109,2,232,109044,99437.0,200545.0,0.49583385275125286,0.0032836678990149195,31.990272521972656,53.90040531158447,8013.402433395386,33.43180465698242,56.33434814453125,8375.258333206177,50.26106262207031,80.9485078938802,12025.35920715332,18109.492704137436,7900.507295862564
109,3,232,109045,95822.0,200545.0,0.47780797327283153,0.003164291213727361,37.71890640258789,62.49801277160645,9300.179235458374,39.41994094848633,65.32001922607422,9720.11492729187,66.85253143310547,101.78643427530925,15142.752429962158,17944.46506221347,8065.534937786531
109,4,232,109046,94734.0,200545.0,0.47238275698720983,0.0031283626290543698,30.667964935302734,50.24978857676188,7466.471076965332,32.049400329589844,52.517929229736325,7803.486698150635,48.9380989074707,77.14731524149578,11455.841791152954,17541.559943494954,8468.440056505046
