map_id,run_index,sensor_seed,planner_seed,gained_true_utility,total_true_utility,task_completion,coverage_efficiency,global_final_rmse,global_mean_rmse,global_auc_rmse,occupied_final_rmse,occupied_mean_rmse,occupied_auc_rmse,final_total_variance,variance_reduction
22,0,145,22042,400.7125549316406,1055.4534912109375,0.3796591306660961,0.0025142988785834177,0.05201023817062378,0.09609905540943146,14.315917745232582,0.0421091727912426,0.0668771089365085,9.976938987150788,7.867241961063289,18.665559038936717
22,1,145,22043,400.7125549316406,1055.4534912109375,0.3796591306660961,0.0025142988785834177,0.05201023817062378,0.09609905540943146,14.315917745232582,0.0421091727912426,0.0668771089365085,9.976938987150788,7.867241961063289,18.665559038936717
22,2,145,22044,400.7125549316406,1055.4534912109375,0.3796591306660961,0.0025142988785834177,0.05201023817062378,0.09609905540943146,14.315917745232582,0.0421091727912426,0.0668771089365085,9.976938987150788,7.867241961063289,18.665559038936717
22,3,145,22045,400.7125549316406,1055.4534912109375,0.3796591306660961,0.0025142988785834177,0.05201023817062378,0.09609905540943146,14.315917745232582,0.0421091727912426,0.0668771089365085,9.976938987150788,7.867241961063289,18.665559038936717
22,4,145,22046,400.7125549316406,1055.4534912109375,0.3796591306660961,0.0025142988785834177,0.05201023817062378,0.09609905540943146,14.315917745232582,0.0421091727912426,0.0668771089365085,9.976938987150788,7.867241961063289,18.665559038936717
23,0,146,23042,213.6138458251953,647.4739379882812,0.32991883270066313,0.0021848929317924712,0.05348486825823784,0.06566224157810212,9.776317102834582,0.05155349522829056,0.06650952142973741,9.90104129165411,10.438357718044841,16.094443281955165
23,1,146,23043,213.6138458251953,647.4739379882812,0.32991883270066313,0.0021848929317924712,0.05348486825823784,0.06566224157810212,9.776317102834582,0.05155349522829056,0.06650952142973741,9.90104129165411,10.438357718044841,16.094443281955165
23,2,146,23044,213.6138458251953,647.4739379882812,0.32991883270066313,0.0021848929317924712,0.05348486825823784,0.06566224157810212,9.776317102834582,0.05155349522829056,0.06650952142973741,9.90104129165411,10.438357718044841,16.094443281955165
23,3,146,23045,213.6138458251953,647.4739379882812,0.32991883270066313,0.0021848929317924712,0.05348486825823784,0.06566224157810212,9.776317102834582,0.05155349522829056,0.06650952142973741,9.90104129165411,10.438357718044841,16.094443281955165
23,4,146,23046,213.6138458251953,647.4739379882812,0.32991883270066313,0.0021848929317924712,0.05348486825823784,0.06566224157810212,9.776317102834582,0.05155349522829056,0.06650952142973741,9.90104129165411,10.438357718044841,16.094443281955165
24,0,147,24042,176.01251220703125,518.7958984375,0.33927121000212707,0.0022468292053121,0.11524364352226257,0.12346798534194628,18.392195239663124,0.12240540981292725,0.13129821588595708,19.55831766873598,13.812657750253528,12.720143249746478
24,1,147,24043,176.01251220703125,518.7958984375,0.33927121000212707,0.0022468292053121,0.11524364352226257,0.12346798534194628,18.392195239663124,0.12240540981292725,0.13129821588595708,19.55831766873598,13.812657750253528,12.720143249746478
24,2,147,24044,176.01251220703125,518.7958984375,0.33927121000212707,0.0022468292053121,0.11524364352226257,0.12346798534194628,18.392195239663124,0.12240540981292725,0.13129821588595708,19.55831766873598,13.812657750253528,12.720143249746478
24,3,147,24045,176.01251220703125,518.7958984375,0.33927121000212707,0.0022468292053121,0.11524364352226257,0.12346798534194628,18.392195239663124,0.12240540981292725,0.13129821588595708,19.55831766873598,13.812657750253528,12.720143249746478
24,4,147,24046,176.01251220703125,518.7958984375,0.33927121000212707,0.0022468292053121,0.11524364352226257,0.12346798534194628,18.392195239663124,0.12240540981292725,0.13129821588595708,19.55831766873598,13.812657750253528,12.720143249746478
25,0,148,25042,57.05585479736328,253.6352996826172,0.2249523424726735,0.0014897506124018113,0.07758898288011551,0.1454914179444313,21.676036935299635,0.07850465923547745,0.14760047669212023,21.99028765037656,10.119711931539205,16.4130890684608
25,1,148,25043,57.05585479736328,253.6352996826172,0.2249523424726735,0.0014897506124018113,0.07758898288011551,0.1454914179444313,21.676036935299635,0.07850465923547745,0.14760047669212023,21.99028765037656,10.119711931539205,16.4130890684608
