global_rmse,occupied_rmse
9.282030165195465088e-02,1.069369912147521973e-01
9.248442202806472778e-02,1.072256863117218018e-01
9.258489310741424561e-02,1.072566509246826172e-01
9.252009540796279907e-02,1.071994975209236145e-01
9.192673861980438232e-02,1.071372404694557190e-01
9.170284867286682129e-02,1.071397587656974792e-01
9.157618880271911621e-02,1.070853099226951599e-01
9.165405482053756714e-02,1.070831567049026489e-01
9.149829298257827759e-02,1.070928648114204407e-01
9.155135601758956909e-02,1.070781648159027100e-01
9.151218086481094360e-02,1.070592924952507019e-01
9.143587201833724976e-02,1.070509999990463257e-01
9.140671044588088989e-02,1.070379540324211121e-01
9.145968407392501831e-02,1.070457473397254944e-01
9.145449846982955933e-02,1.070410087704658508e-01
9.148515015840530396e-02,1.070441305637359619e-01
9.149957448244094849e-02,1.070329025387763977e-01
9.144917875528335571e-02,1.070287898182868958e-01
9.149034321308135986e-02,1.070269122719764709e-01
9.157945215702056885e-02,1.070699766278266907e-01
9.123392403125762939e-02,1.068757772445678711e-01
9.140932559967041016e-02,1.071545258164405823e-01
9.123792499303817749e-02,1.068340241909027100e-01
9.113450348377227783e-02,1.066896617412567139e-01
9.111803025007247925e-02,1.067689582705497742e-01
9.122991561889648438e-02,1.068419441580772400e-01
9.133527427911758423e-02,1.070417463779449463e-01
9.160586446523666382e-02,1.075787097215652466e-01
9.144628047943115234e-02,1.073218062520027161e-01
9.141284972429275513e-02,1.073370054364204407e-01
9.187213331460952759e-02,1.075968295335769653e-01
9.179241210222244263e-02,1.078305020928382874e-01
9.185770899057388306e-02,1.077666804194450378e-01
9.117631614208221436e-02,1.068964079022407532e-01
9.141488373279571533e-02,1.073027253150939941e-01
9.110562503337860107e-02,1.067174971103668213e-01
9.079878032207489014e-02,1.064110249280929565e-01
9.043060988187789917e-02,1.059572100639343262e-01
8.973889052867889404e-02,1.050514504313468933e-01
8.924947679042816162e-02,1.044110208749771118e-01
8.845269680023193359e-02,1.033522188663482666e-01
8.742701262235641479e-02,1.019882559776306152e-01
8.697231113910675049e-02,1.013554185628890991e-01
8.636891096830368042e-02,1.005556359887123108e-01
8.566751331090927124e-02,9.961417317390441895e-02
8.509537577629089355e-02,9.884533286094665527e-02
8.451400697231292725e-02,9.805262833833694458e-02
8.440637588500976562e-02,9.792084246873855591e-02
8.323798328638076782e-02,9.634798020124435425e-02
8.334852755069732666e-02,9.649780392646789551e-02
8.232051134109497070e-02,9.510720521211624146e-02
8.214374631643295288e-02,9.486540406942367554e-02
8.093982189893722534e-02,9.323181957006454468e-02
7.996565848588943481e-02,9.190204739570617676e-02
7.982606440782546997e-02,9.170222282409667969e-02
7.978059351444244385e-02,9.164130687713623047e-02
7.949139177799224854e-02,9.124547243118286133e-02
7.996337115764617920e-02,9.188797324895858765e-02
7.909211516380310059e-02,9.069932997226715088e-02
7.874957472085952759e-02,9.023047238588333130e-02
7.821034640073776245e-02,8.949310332536697388e-02
7.786298543214797974e-02,8.901765942573547363e-02
7.796061784029006958e-02,8.915184438228607178e-02
7.755590975284576416e-02,8.859486132860183716e-02
7.719264924526214600e-02,8.809316158294677734e-02
7.730076462030410767e-02,8.824254572391510010e-02
7.722277939319610596e-02,8.813555538654327393e-02
7.750608026981353760e-02,8.852533251047134399e-02
7.748524099588394165e-02,8.849573880434036255e-02
7.732038944959640503e-02,8.826142549514770508e-02
7.698953896760940552e-02,8.780857920646667480e-02
7.712678611278533936e-02,8.799811452627182007e-02
7.681704312562942505e-02,8.756165951490402222e-02
7.688203454017639160e-02,8.766633272171020508e-02
7.640964537858963013e-02,8.699778467416763306e-02
7.659123837947845459e-02,8.726605772972106934e-02
7.617629319429397583e-02,8.666778355836868286e-02
7.667429000139236450e-02,8.735690265893936157e-02
7.632379233837127686e-02,8.691892027854919434e-02
7.613173127174377441e-02,8.657869696617126465e-02
7.611510157585144043e-02,8.659245818853378296e-02
7.602032274007797241e-02,8.652278780937194824e-02
7.626023888587951660e-02,8.692905306816101074e-02
7.638701796531677246e-02,8.673708885908126831e-02
7.611811906099319458e-02,8.676818013191223145e-02
7.606294751167297363e-02,8.672531694173812866e-02
7.624487578868865967e-02,8.667559176683425903e-02
7.602480053901672363e-02,8.664144575595855713e-02
7.619850337505340576e-02,8.674298971891403198e-02
7.637763023376464844e-02,8.673099428415298462e-02
7.621634006500244141e-02,8.680299669504165649e-02
7.604276388883590698e-02,8.678013086318969727e-02
7.606460899114608765e-02,8.677226305007934570e-02
7.576759159564971924e-02,8.678262680768966675e-02
7.578047364950180054e-02,8.678809553384780884e-02
7.554066926240921021e-02,8.678351342678070068e-02
7.548376917839050293e-02,8.678243309259414673e-02
7.533036917448043823e-02,8.678191155195236206e-02
7.545136660337448120e-02,8.678125590085983276e-02
7.552975416183471680e-02,8.678185194730758667e-02
7.533632218837738037e-02,8.678173273801803589e-02
7.540424168109893799e-02,8.678513765335083008e-02
7.536179572343826294e-02,8.678276091814041138e-02
7.548423856496810913e-02,8.678323775529861450e-02
7.535275071859359741e-02,8.678428828716278076e-02
7.514013350009918213e-02,8.678445219993591309e-02
7.521542906761169434e-02,8.678513020277023315e-02
7.513760775327682495e-02,8.678422123193740845e-02
7.422103732824325562e-02,8.678811043500900269e-02
7.397937774658203125e-02,8.679152280092239380e-02
7.363601028919219971e-02,8.679858595132827759e-02
7.365005463361740112e-02,8.679968863725662231e-02
7.364188134670257568e-02,8.680758625268936157e-02
7.363258302211761475e-02,8.678279072046279907e-02
7.364036142826080322e-02,8.681956678628921509e-02
7.370071113109588623e-02,8.674037456512451172e-02
7.367972284555435181e-02,8.688428252935409546e-02
7.377146184444427490e-02,8.689968287944793701e-02
7.373975217342376709e-02,8.687988668680191040e-02
7.366152852773666382e-02,8.669959008693695068e-02
7.356984913349151611e-02,8.651374280452728271e-02
7.348629832267761230e-02,8.628559857606887817e-02
7.315254211425781250e-02,8.584413677453994751e-02
7.300768792629241943e-02,8.574804663658142090e-02
7.313281297683715820e-02,8.590368926525115967e-02
7.337177544832229614e-02,8.625630289316177368e-02
7.297001034021377563e-02,8.572515845298767090e-02
7.260620594024658203e-02,8.520521223545074463e-02
7.212020456790924072e-02,8.457513898611068726e-02
7.206846773624420166e-02,8.450590074062347412e-02
7.188681513071060181e-02,8.426132053136825562e-02
7.175364345312118530e-02,8.408521115779876709e-02
7.176145166158676147e-02,8.409599959850311279e-02
7.195093482732772827e-02,8.435603976249694824e-02
7.194444537162780762e-02,8.434585481882095337e-02
7.193761318922042847e-02,8.432330936193466187e-02
7.197732478380203247e-02,8.438067138195037842e-02
7.188498973846435547e-02,8.425303548574447632e-02
7.194404304027557373e-02,8.432745933532714844e-02
7.191488146781921387e-02,8.429052680730819702e-02
7.202558964490890503e-02,8.443780988454818726e-02
7.193417102098464966e-02,8.429947495460510254e-02
7.184761762619018555e-02,8.416716754436492920e-02
7.182268053293228149e-02,8.415245264768600464e-02
7.169928401708602905e-02,8.400210738182067871e-02
7.148420810699462891e-02,8.369385451078414917e-02
7.121247053146362305e-02,8.333107084035873413e-02
7.110811769962310791e-02,8.320320397615432739e-02
7.160299271345138550e-02,8.386272937059402466e-02
7.111945003271102905e-02,8.321272581815719604e-02
