timestep,wall_time_seconds,global_rmse,occupied_rmse,global_variance
1.000000000000000000e+00,6.053304672241210938e-02,1.128925010561943054e-01,6.503926962614059448e-02,2.616497437936801163e+01
2.000000000000000000e+00,1.230614185333251953e-01,1.129019334912300110e-01,6.503847241401672363e-02,2.605120818083740630e+01
3.000000000000000000e+00,3.213491439819335938e-01,1.110223308205604553e-01,6.502581387758255005e-02,2.594095120535551047e+01
4.000000000000000000e+00,3.841595649719238281e-01,1.099982932209968567e-01,6.510557234287261963e-02,2.578013697851906016e+01
5.000000000000000000e+00,4.460706710815429688e-01,1.091372594237327576e-01,6.502354145050048828e-02,2.567903518347697656e+01
6.000000000000000000e+00,5.363621711730957031e-01,1.052230596542358398e-01,6.486173719167709351e-02,2.543734306612991247e+01
7.000000000000000000e+00,6.097345352172851562e-01,1.045641899108886719e-01,6.470227241516113281e-02,2.530960026741110269e+01
8.000000000000000000e+00,6.756200790405273438e-01,1.032641455531120300e-01,6.474194675683975220e-02,2.521496816900292259e+01
9.000000000000000000e+00,7.559535503387451172e-01,1.031626611948013306e-01,6.465508788824081421e-02,2.494297511674852075e+01
1.000000000000000000e+01,8.271951675415039062e-01,1.018141135573387146e-01,6.458960473537445068e-02,2.479868438926527574e+01
1.100000000000000000e+01,8.771634101867675781e-01,9.991801530122756958e-02,6.457727402448654175e-02,2.463863228417511664e+01
1.200000000000000000e+01,9.429624080657958984e-01,9.912785887718200684e-02,6.447840481996536255e-02,2.455597419942554183e+01
1.300000000000000000e+01,1.010013103485107422e+00,9.824793785810470581e-02,6.460555642843246460e-02,2.426631690833427513e+01
1.400000000000000000e+01,1.076994895935058594e+00,9.620617330074310303e-02,6.447155028581619263e-02,2.395626459076937920e+01
1.500000000000000000e+01,1.144841909408569336e+00,9.428188949823379517e-02,6.426776945590972900e-02,2.369185850026143214e+01
1.600000000000000000e+01,1.212366819381713867e+00,9.354213625192642212e-02,6.401643157005310059e-02,2.355399329056208302e+01
1.700000000000000000e+01,1.278657197952270508e+00,9.293565899133682251e-02,6.415464729070663452e-02,2.335145890407688896e+01
1.800000000000000000e+01,1.342757463455200195e+00,9.320008009672164917e-02,6.431227177381515503e-02,2.320764335879624340e+01
1.900000000000000000e+01,1.393008708953857422e+00,9.176491945981979370e-02,6.506124883890151978e-02,2.310167838467960166e+01
2.000000000000000000e+01,1.504518032073974609e+00,9.144142270088195801e-02,6.542470306158065796e-02,2.300967299786486819e+01
2.100000000000000000e+01,1.631625652313232422e+00,9.065826982259750366e-02,6.469930708408355713e-02,2.281976774022737686e+01
2.200000000000000000e+01,1.758270740509033203e+00,8.986479043960571289e-02,6.487223505973815918e-02,2.268387386360369362e+01
2.300000000000000000e+01,1.914341449737548828e+00,8.951925486326217651e-02,6.432159245014190674e-02,2.257980871442932980e+01
2.400000000000000000e+01,2.049551248550415039e+00,8.600380271673202515e-02,6.448253244161605835e-02,2.239520358934758448e+01
2.500000000000000000e+01,2.227047681808471680e+00,8.610325306653976440e-02,6.462573260068893433e-02,2.208854369113606708e+01
2.600000000000000000e+01,2.405910491943359375e+00,8.585780858993530273e-02,6.506916880607604980e-02,2.174934074375220661e+01
2.700000000000000000e+01,2.556334018707275391e+00,8.554268628358840942e-02,6.461320817470550537e-02,2.153542095872932904e+01
2.800000000000000000e+01,2.721879482269287109e+00,8.396997302770614624e-02,6.315180659294128418e-02,2.127533402466967161e+01
2.900000000000000000e+01,2.891135931015014648e+00,8.372732251882553101e-02,6.283704191446304321e-02,2.115767712930795952e+01
3.000000000000000000e+01,3.048552513122558594e+00,8.376493304967880249e-02,6.278906762599945068e-02,2.111071317312270068e+01
3.100000000000000000e+01,3.217681884765625000e+00,8.355587720870971680e-02,6.249791756272315979e-02,2.103912645911604784e+01
3.200000000000000000e+01,3.352985620498657227e+00,8.282279223203659058e-02,6.182181462645530701e-02,2.089139957233137679e+01
3.300000000000000000e+01,3.509892225265502930e+00,8.153145760297775269e-02,5.971376597881317139e-02,2.070621467380075842e+01
3.400000000000000000e+01,3.687690973281860352e+00,8.141551911830902100e-02,5.972611904144287109e-02,2.054297320799424398e+01
3.500000000000000000e+01,3.909796237945556641e+00,8.229015767574310303e-02,6.082704290747642517e-02,2.036630976543959548e+01
3.600000000000000000e+01,4.420886516571044922e+00,8.145231753587722778e-02,5.991651862859725952e-02,2.016302562204549531e+01
3.700000000000000000e+01,4.624831676483154297e+00,8.110679686069488525e-02,5.944995954632759094e-02,1.995217088130759109e+01
3.800000000000000000e+01,4.820512771606445312e+00,8.030652254819869995e-02,5.790889635682106018e-02,1.974110376767158925e+01
3.900000000000000000e+01,4.977612257003784180e+00,7.956238836050033569e-02,5.618801712989807129e-02,1.958862512052542471e+01
4.000000000000000000e+01,5.121469497680664062e+00,7.884810864925384521e-02,5.473297834396362305e-02,1.946569189236328867e+01
4.100000000000000000e+01,5.271283149719238281e+00,7.791697978973388672e-02,5.287072062492370605e-02,1.930417974790459112e+01
4.200000000000000000e+01,5.415416479110717773e+00,7.772623747587203979e-02,5.256998538970947266e-02,1.919953275809355375e+01
4.300000000000000000e+01,5.570702314376831055e+00,7.767943292856216431e-02,5.251305922865867615e-02,1.904332868944929658e+01
4.400000000000000000e+01,5.713145017623901367e+00,7.765913754701614380e-02,5.244404077529907227e-02,1.894645196369499729e+01
4.500000000000000000e+01,5.855860710144042969e+00,7.783849537372589111e-02,5.291692912578582764e-02,1.888249359450203002e+01
4.600000000000000000e+01,6.006807804107666016e+00,7.745414972305297852e-02,5.231194943189620972e-02,1.871672440816094962e+01
4.700000000000000000e+01,6.169281482696533203e+00,7.748177647590637207e-02,5.252754688262939453e-02,1.859701814218207261e+01
4.800000000000000000e+01,6.341207981109619141e+00,7.734720408916473389e-02,5.259401723742485046e-02,1.836863026138274790e+01
4.900000000000000000e+01,6.481957197189331055e+00,7.695274055004119873e-02,5.234293267130851746e-02,1.822001101804697853e+01
5.000000000000000000e+01,6.630066156387329102e+00,7.727797329425811768e-02,5.200595036149024963e-02,1.805122683997072386e+01
5.100000000000000000e+01,6.776646137237548828e+00,7.674305886030197144e-02,5.191338807344436646e-02,1.786792870189893279e+01
