timestep,wall_time_seconds,global_rmse,occupied_rmse,global_variance
1.000000000000000000e+00,8.743786811828613281e-02,1.052347943186759949e-01,6.485377997159957886e-02,2.616497437936801163e+01
2.000000000000000000e+00,1.783001422882080078e-01,1.045793592929840088e-01,6.491778045892715454e-02,2.605120818083740630e+01
3.000000000000000000e+00,5.083229541778564453e-01,1.047976464033126831e-01,6.496878713369369507e-02,2.597589034789836404e+01
4.000000000000000000e+00,6.103150844573974609e-01,1.046762242913246155e-01,6.509974598884582520e-02,2.578027168507833977e+01
5.000000000000000000e+00,7.110266685485839844e-01,1.043611913919448853e-01,6.487978994846343994e-02,2.567868544032438294e+01
6.000000000000000000e+00,8.055465221405029297e-01,1.039127632975578308e-01,6.468178331851959229e-02,2.554681826082529739e+01
7.000000000000000000e+00,9.107000827789306641e-01,1.027400940656661987e-01,6.481205672025680542e-02,2.535568252163832881e+01
8.000000000000000000e+00,1.013773918151855469e+00,1.026142910122871399e-01,6.461690366268157959e-02,2.522987412515722383e+01
9.000000000000000000e+00,1.121478080749511719e+00,1.024550199508666992e-01,6.425513327121734619e-02,2.518434220114273359e+01
1.000000000000000000e+01,1.247544050216674805e+00,1.018966063857078552e-01,6.462825834751129150e-02,2.486916191357003925e+01
1.100000000000000000e+01,1.367439270019531250e+00,1.016062423586845398e-01,6.348365545272827148e-02,2.471922832303722828e+01
1.200000000000000000e+01,1.466398954391479492e+00,1.023377254605293274e-01,6.425618380308151245e-02,2.452581752920210079e+01
1.300000000000000000e+01,1.564012527465820312e+00,1.019128784537315369e-01,6.410712003707885742e-02,2.441852529311313447e+01
1.400000000000000000e+01,1.663016796112060547e+00,1.016764342784881592e-01,6.366392970085144043e-02,2.425237002204355719e+01
1.500000000000000000e+01,1.778635501861572266e+00,1.013593822717666626e-01,6.468215584754943848e-02,2.403852042936276945e+01
1.600000000000000000e+01,1.889515638351440430e+00,9.997366368770599365e-02,6.214161589741706848e-02,2.364741942739617286e+01
1.700000000000000000e+01,1.995703935623168945e+00,9.981215745210647583e-02,6.212422251701354980e-02,2.336399513751468504e+01
1.800000000000000000e+01,2.307853937149047852e+00,9.932249784469604492e-02,6.117265298962593079e-02,2.319344816898589201e+01
1.900000000000000000e+01,2.412909030914306641e+00,9.870444238185882568e-02,5.986172333359718323e-02,2.297824838845043871e+01
2.000000000000000000e+01,2.518285274505615234e+00,9.834127128124237061e-02,5.899969115853309631e-02,2.283362547948453880e+01
2.100000000000000000e+01,2.629414558410644531e+00,9.821725636720657349e-02,5.873097479343414307e-02,2.263048447024353749e+01
2.200000000000000000e+01,2.763097524642944336e+00,9.813600033521652222e-02,5.854275822639465332e-02,2.249309492807150690e+01
2.300000000000000000e+01,2.880014419555664062e+00,9.752645343542098999e-02,5.720998346805572510e-02,2.228126258484941147e+01
2.400000000000000000e+01,2.989548206329345703e+00,9.763101488351821899e-02,5.744349583983421326e-02,2.213794415284917250e+01
2.500000000000000000e+01,3.102259635925292969e+00,9.720554947853088379e-02,5.647639185190200806e-02,2.185925233953037861e+01
2.600000000000000000e+01,3.226434469223022461e+00,9.714034199714660645e-02,5.635092779994010925e-02,2.168909200947368987e+01
2.700000000000000000e+01,3.332771062850952148e+00,9.701717644929885864e-02,5.604754015803337097e-02,2.145798399365834541e+01
2.800000000000000000e+01,3.438729286193847656e+00,9.666373580694198608e-02,5.520595237612724304e-02,2.130402966863768199e+01
2.900000000000000000e+01,3.585616111755371094e+00,9.650509804487228394e-02,5.499246716499328613e-02,2.101725971057122422e+01
3.000000000000000000e+01,3.756812334060668945e+00,9.634364396333694458e-02,5.454485490918159485e-02,2.084477664932816054e+01
3.100000000000000000e+01,3.923843145370483398e+00,9.669444710016250610e-02,5.536543205380439758e-02,2.063027487842646224e+01
3.200000000000000000e+01,4.104150772094726562e+00,9.662242233753204346e-02,5.520370975136756897e-02,2.049085347899080745e+01
3.300000000000000000e+01,4.300137281417846680e+00,9.580703824758529663e-02,5.327858775854110718e-02,2.029224017003307168e+01
3.400000000000000000e+01,4.466114521026611328e+00,9.573286026716232300e-02,5.310468003153800964e-02,2.015693608608338749e+01
3.500000000000000000e+01,4.591189622879028320e+00,9.575885534286499023e-02,5.319572612643241882e-02,1.996025963658259528e+01
3.600000000000000000e+01,4.697325706481933594e+00,9.598902612924575806e-02,5.374651774764060974e-02,1.982664696327604759e+01
