timestep,wall_time_seconds,global_rmse,occupied_rmse,global_variance
1.000000000000000000e+00,5.557417869567871094e-02,1.128925010561943054e-01,6.503926962614059448e-02,2.616497437936801163e+01
2.000000000000000000e+00,1.180901527404785156e-01,1.129019334912300110e-01,6.503847241401672363e-02,2.605120818083740630e+01
3.000000000000000000e+00,3.568062782287597656e-01,1.100825667381286621e-01,6.520904600620269775e-02,2.583985546409656564e+01
4.000000000000000000e+00,4.197041988372802734e-01,1.086201965808868408e-01,6.498899310827255249e-02,2.573728653694297464e+01
5.000000000000000000e+00,5.071089267730712891e-01,1.078899800777435303e-01,6.480283290147781372e-02,2.549802914559969480e+01
6.000000000000000000e+00,5.827097892761230469e-01,1.052258461713790894e-01,6.477066129446029663e-02,2.537019571159935083e+01
7.000000000000000000e+00,6.463491916656494141e-01,1.048877686262130737e-01,6.490865349769592285e-02,2.532412145488347477e+01
8.000000000000000000e+00,9.002032279968261719e-01,1.030820533633232117e-01,6.482810527086257935e-02,2.514997084818705275e+01
9.000000000000000000e+00,9.787080287933349609e-01,1.023726388812065125e-01,6.486079096794128418e-02,2.495996371351100862e+01
1.000000000000000000e+01,1.041204690933227539e+00,9.956975281238555908e-02,6.473951786756515503e-02,2.477359692892269294e+01
1.100000000000000000e+01,1.101088047027587891e+00,9.968381375074386597e-02,6.450448185205459595e-02,2.461421814399352215e+01
1.200000000000000000e+01,1.151182174682617188e+00,1.002773270010948181e-01,6.473544239997863770e-02,2.451534915271612292e+01
1.300000000000000000e+01,1.386412143707275391e+00,9.891773760318756104e-02,6.465441733598709106e-02,2.437082650628430969e+01
1.400000000000000000e+01,1.435913085937500000e+00,9.712138026952743530e-02,6.425049155950546265e-02,2.425749609130410533e+01
1.500000000000000000e+01,1.516228914260864258e+00,9.580159932374954224e-02,6.416891515254974365e-02,2.397438631975272472e+01
1.600000000000000000e+01,1.587413787841796875e+00,9.423173218965530396e-02,6.413327902555465698e-02,2.372009243921220545e+01
1.700000000000000000e+01,1.653681039810180664e+00,9.254798293113708496e-02,6.402274966239929199e-02,2.356812008520942214e+01
1.800000000000000000e+01,1.719647884368896484e+00,9.173315763473510742e-02,6.461952626705169678e-02,2.330405955256825479e+01
1.900000000000000000e+01,1.951237201690673828e+00,9.035871177911758423e-02,6.463085114955902100e-02,2.312643143346311803e+01
2.000000000000000000e+01,2.014039754867553711e+00,8.737181872129440308e-02,6.470296531915664673e-02,2.284118974305983940e+01
2.100000000000000000e+01,2.107793569564819336e+00,8.680077642202377319e-02,6.469941884279251099e-02,2.267896470333324999e+01
2.200000000000000000e+01,2.201543807983398438e+00,8.543118089437484741e-02,6.481189280748367310e-02,2.246673781085151234e+01
2.300000000000000000e+01,2.290659666061401367e+00,8.323878049850463867e-02,6.401940435171127319e-02,2.224276994288522502e+01
2.400000000000000000e+01,2.366255760192871094e+00,8.380829542875289917e-02,6.439138203859329224e-02,2.200846522631494651e+01
2.500000000000000000e+01,2.482941865921020508e+00,8.212830871343612671e-02,6.394599378108978271e-02,2.179290309735932851e+01
2.600000000000000000e+01,3.145763158798217773e+00,8.123750239610671997e-02,6.379303336143493652e-02,2.165346213833283429e+01
2.700000000000000000e+01,3.323127269744873047e+00,8.012881129980087280e-02,6.353957951068878174e-02,2.146698998078378651e+01
2.800000000000000000e+01,3.517702341079711914e+00,8.033694326877593994e-02,6.371913850307464600e-02,2.134186427892208116e+01
2.900000000000000000e+01,3.690735578536987305e+00,8.034359663724899292e-02,6.378912925720214844e-02,2.116205829044847064e+01
3.000000000000000000e+01,3.878240823745727539e+00,8.003924041986465454e-02,6.381840258836746216e-02,2.101947144833471270e+01
3.100000000000000000e+01,4.052705287933349609e+00,7.983964681625366211e-02,6.367389112710952759e-02,2.083385815121101814e+01
3.200000000000000000e+01,4.765528678894042969e+00,8.024816215038299561e-02,6.459196656942367554e-02,2.071147771312583785e+01
3.300000000000000000e+01,4.937402009963989258e+00,8.037315309047698975e-02,6.506881862878799438e-02,2.053261705089670386e+01
3.400000000000000000e+01,5.131928205490112305e+00,8.093623816967010498e-02,6.589421629905700684e-02,2.039464428827244902e+01
3.500000000000000000e+01,5.333680868148803711e+00,8.042889088392257690e-02,6.502640247344970703e-02,2.021075598041260690e+01
3.600000000000000000e+01,5.521180152893066406e+00,7.926288247108459473e-02,6.288088858127593994e-02,2.008896872106717169e+01
3.700000000000000000e+01,5.724354505538940430e+00,7.896260172128677368e-02,6.242294982075691223e-02,1.989691863081836587e+01
3.800000000000000000e+01,5.907960176467895508e+00,7.892674952745437622e-02,6.237392872571945190e-02,1.976852939859812608e+01
3.900000000000000000e+01,6.635068655014038086e+00,7.913666963577270508e-02,6.286559998989105225e-02,1.958580364516770800e+01
4.000000000000000000e+01,6.825100898742675781e+00,7.935323566198348999e-02,6.335563957691192627e-02,1.946287958533754292e+01
4.100000000000000000e+01,6.981472253799438477e+00,7.978476583957672119e-02,6.440227478742599487e-02,1.928355264792721258e+01
4.200000000000000000e+01,7.170062541961669922e+00,7.971230894327163696e-02,6.434897333383560181e-02,1.916315118082240687e+01
4.300000000000000000e+01,7.315262317657470703e+00,7.905910909175872803e-02,6.338717788457870483e-02,1.898682010632611750e+01
4.400000000000000000e+01,7.812204360961914062e+00,7.887171208858489990e-02,6.293826550245285034e-02,1.886959319960960713e+01
4.500000000000000000e+01,7.992739439010620117e+00,7.927370071411132812e-02,6.349872052669525146e-02,1.870551801031423977e+01
4.600000000000000000e+01,8.102119684219360352e+00,7.830215990543365479e-02,6.279163062572479248e-02,1.860217859483181257e+01
4.700000000000000000e+01,8.195879936218261719e+00,7.789266854524612427e-02,6.268193572759628296e-02,1.853312830725488070e+01
4.800000000000000000e+01,8.287551879882812500e+00,7.759419828653335571e-02,6.233826652169227600e-02,1.844573887429801573e+01
4.900000000000000000e+01,8.642792463302612305e+00,7.748738676309585571e-02,6.224536895751953125e-02,1.839167553953867440e+01
5.000000000000000000e+01,8.770167827606201172e+00,7.736012339591979980e-02,6.208509951829910278e-02,1.835222375320360655e+01
5.100000000000000000e+01,8.886093139648437500e+00,7.756221294403076172e-02,6.267650425434112549e-02,1.827011806955330186e+01
5.200000000000000000e+01,9.000782012939453125e+00,7.758541405200958252e-02,6.276271492242813110e-02,1.821699847666548067e+01
5.300000000000000000e+01,9.134065628051757812e+00,7.768817245960235596e-02,6.301978975534439087e-02,1.817827010728218795e+01
5.400000000000000000e+01,9.523369550704956055e+00,7.759155333042144775e-02,6.288688629865646362e-02,1.814806756548551903e+01
5.500000000000000000e+01,9.649730682373046875e+00,7.747553288936614990e-02,6.269297003746032715e-02,1.810628488661292224e+01
5.600000000000000000e+01,9.719156503677368164e+00,7.749710977077484131e-02,6.276340782642364502e-02,1.807378758791310958e+01
5.700000000000000000e+01,9.803977489471435547e+00,7.786881923675537109e-02,6.347890198230743408e-02,1.796839051012416988e+01
5.800000000000000000e+01,9.899756908416748047e+00,7.759793847799301147e-02,6.302998960018157959e-02,1.790959298428820290e+01
5.900000000000000000e+01,1.016743707656860352e+01,7.701152563095092773e-02,6.196830794215202332e-02,1.786991587411291960e+01
6.000000000000000000e+01,1.026711344718933105e+01,7.680071145296096802e-02,6.158276647329330444e-02,1.782200392839018832e+01
6.100000000000000000e+01,1.035051703453063965e+01,7.691342383623123169e-02,6.170621886849403381e-02,1.778633879975684806e+01
6.200000000000000000e+01,1.055009388923645020e+01,7.571280747652053833e-02,5.964524298906326294e-02,1.765747297774093028e+01
6.300000000000000000e+01,1.066689229011535645e+01,7.547567784786224365e-02,5.919883027672767639e-02,1.758918155468650113e+01
