timestep,wall_time_seconds,global_rmse,occupied_rmse,global_variance
1.000000000000000000e+00,4.986238479614257812e-02,1.128925010561943054e-01,6.503926962614059448e-02,2.616497437936801163e+01
2.000000000000000000e+00,1.157917976379394531e-01,1.129019334912300110e-01,6.503847241401672363e-02,2.605120818083740630e+01
3.000000000000000000e+00,1.832320690155029297e-01,1.123579964041709900e-01,6.502019613981246948e-02,2.597589034789836404e+01
4.000000000000000000e+00,2.457382678985595703e-01,1.099659278988838196e-01,6.500318646430969238e-02,2.572850504239140790e+01
5.000000000000000000e+00,2.982807159423828125e-01,1.091646254062652588e-01,6.484048068523406982e-02,2.562186683109031904e+01
6.000000000000000000e+00,3.665099143981933594e-01,1.076923981308937073e-01,6.473930180072784424e-02,2.548893992256203944e+01
7.000000000000000000e+00,4.332156181335449219e-01,1.055735349655151367e-01,6.506106257438659668e-02,2.529619025827155809e+01
8.000000000000000000e+00,5.358371734619140625e-01,1.048437878489494324e-01,6.469743698835372925e-02,2.516960270772506547e+01
9.000000000000000000e+00,5.981774330139160156e-01,1.038658022880554199e-01,6.447811424732208252e-02,2.500808375581046406e+01
1.000000000000000000e+01,6.893312931060791016e-01,1.037745848298072815e-01,6.449305266141891479e-02,2.484304721245879222e+01
1.100000000000000000e+01,7.556757926940917969e-01,1.035003736615180969e-01,6.436467915773391724e-02,2.466837461582453983e+01
1.200000000000000000e+01,8.376047611236572266e-01,1.040284335613250732e-01,6.464067101478576660e-02,2.436071360866129965e+01
1.300000000000000000e+01,9.302330017089843750e-01,1.028324961662292480e-01,6.455411761999130249e-02,2.421156164798868460e+01
1.400000000000000000e+01,1.005129814147949219e+00,1.024226099252700806e-01,6.490991264581680298e-02,2.402392262948729496e+01
1.500000000000000000e+01,1.087541341781616211e+00,1.010924801230430603e-01,6.467597931623458862e-02,2.381743646670600612e+01
1.600000000000000000e+01,1.147848129272460938e+00,1.006349399685859680e-01,6.430520117282867432e-02,2.360383182135898394e+01
