timestep,wall_time_seconds,global_rmse,occupied_rmse,global_variance
1.000000000000000000e+00,5.190372467041015625e-02,8.962963521480560303e-02,7.076690346002578735e-02,2.616497437936801163e+01
2.000000000000000000e+00,1.137449741363525391e-01,8.975432813167572021e-02,7.099681347608566284e-02,2.605120818083740630e+01
3.000000000000000000e+00,3.705646991729736328e-01,8.948010951280593872e-02,7.048342376947402954e-02,2.597589034789836404e+01
4.000000000000000000e+00,4.320600032806396484e-01,8.950998634099960327e-02,7.047462463378906250e-02,2.572850504239140790e+01
5.000000000000000000e+00,4.985401630401611328e-01,8.940830081701278687e-02,7.028837502002716064e-02,2.562186683109031904e+01
6.000000000000000000e+00,5.664348602294921875e-01,8.941131830215454102e-02,7.016286253929138184e-02,2.537757866963985975e+01
7.000000000000000000e+00,6.353785991668701172e-01,8.938971906900405884e-02,7.025433331727981567e-02,2.524889787102925354e+01
8.000000000000000000e+00,7.042031288146972656e-01,8.910116553306579590e-02,6.976645439863204956e-02,2.514146870494328567e+01
9.000000000000000000e+00,7.845468521118164062e-01,8.888705819845199585e-02,6.959026306867599487e-02,2.479900219406151507e+01
1.000000000000000000e+01,8.634481430053710938e-01,8.898859471082687378e-02,6.979567557573318481e-02,2.464461038515753444e+01
1.100000000000000000e+01,9.470889568328857422e-01,8.879909664392471313e-02,6.957334280014038086e-02,2.445627965766360035e+01
1.200000000000000000e+01,1.010264396667480469e+00,8.867087960243225098e-02,6.948860734701156616e-02,2.428403238506891881e+01
1.300000000000000000e+01,1.072180509567260742e+00,8.833391219377517700e-02,6.902872771024703979e-02,2.419735290044649645e+01
1.400000000000000000e+01,1.136180877685546875e+00,8.755519241094589233e-02,6.843587756156921387e-02,2.397869321529431019e+01
1.500000000000000000e+01,1.201680660247802734e+00,8.762165904045104980e-02,6.846942752599716187e-02,2.359974453711193831e+01
1.600000000000000000e+01,1.268626928329467773e+00,8.679239451885223389e-02,6.798224151134490967e-02,2.332096857420668812e+01
1.700000000000000000e+01,1.343558788299560547e+00,8.641141653060913086e-02,6.830175966024398804e-02,2.306763601406635900e+01
1.800000000000000000e+01,1.417545795440673828e+00,8.646009117364883423e-02,6.905566155910491943e-02,2.299294958824723878e+01
1.900000000000000000e+01,1.488614082336425781e+00,8.529758453369140625e-02,6.809487193822860718e-02,2.271502297921362157e+01
2.000000000000000000e+01,1.722026824951171875e+00,8.435663580894470215e-02,6.623513251543045044e-02,2.253896641956832880e+01
2.100000000000000000e+01,1.785026073455810547e+00,8.427571505308151245e-02,6.645122915506362915e-02,2.240205056756037294e+01
2.200000000000000000e+01,1.848534822463989258e+00,8.436133712530136108e-02,6.601219624280929565e-02,2.228847639866482666e+01
2.300000000000000000e+01,1.912518024444580078e+00,8.311460912227630615e-02,6.380631029605865479e-02,2.209334493384974962e+01
