global_rmse,occupied_rmse,weighted_rmse
1.192409515380859375e+02,1.338888702392578125e+02,2.080044403076171875e+02
1.192420425415039062e+02,1.338904113769531250e+02,2.080050964355468750e+02
1.192451705932617188e+02,1.338939514160156250e+02,2.080069732666015625e+02
1.192533950805664062e+02,1.339030303955078125e+02,2.080115661621093750e+02
1.192571105957031250e+02,1.339071502685546875e+02,2.080138702392578125e+02
1.192490768432617188e+02,1.338981781005859375e+02,2.080090179443359375e+02
1.192456207275390625e+02,1.338942871093750000e+02,2.080067138671875000e+02
1.192349548339843750e+02,1.338823394775390625e+02,2.079985961914062500e+02
1.192171783447265625e+02,1.338624572753906250e+02,2.079868469238281250e+02
1.192108306884765625e+02,1.338553009033203125e+02,2.079814453125000000e+02
1.191611785888671875e+02,1.337995758056640625e+02,2.079424285888671875e+02
1.191358795166015625e+02,1.337711791992187500e+02,2.079228210449218750e+02
1.190421066284179688e+02,1.336658782958984375e+02,2.078395233154296875e+02
1.188855514526367188e+02,1.334900817871093750e+02,2.076966400146484375e+02
1.186420593261718750e+02,1.332166900634765625e+02,2.074506835937500000e+02
1.183919677734375000e+02,1.329358520507812500e+02,2.071859283447265625e+02
1.180897903442382812e+02,1.325965576171875000e+02,2.068472290039062500e+02
1.177008438110351562e+02,1.321598205566406250e+02,2.063858489990234375e+02
1.171991043090820312e+02,1.315964508056640625e+02,2.057499847412109375e+02
1.165779953002929688e+02,1.308990173339843750e+02,2.049302978515625000e+02
1.161481552124023438e+02,1.304163665771484375e+02,2.043523254394531250e+02
1.158881149291992188e+02,1.301243743896484375e+02,2.040153656005859375e+02
1.157299728393554688e+02,1.299468078613281250e+02,2.038049316406250000e+02
1.155791778564453125e+02,1.297774810791015625e+02,2.036022796630859375e+02
1.154700088500976562e+02,1.296548919677734375e+02,2.034568176269531250e+02
1.154150238037109375e+02,1.295931549072265625e+02,2.033863677978515625e+02
1.153809204101562500e+02,1.295548706054687500e+02,2.033435211181640625e+02
1.153282699584960938e+02,1.294957427978515625e+02,2.032779998779296875e+02
1.151420364379882812e+02,1.292866363525390625e+02,2.030205841064453125e+02
1.148391189575195312e+02,1.289465026855468750e+02,2.025889434814453125e+02
1.143910903930664062e+02,1.284434356689453125e+02,2.019318237304687500e+02
1.134503250122070312e+02,1.273870925903320312e+02,2.005024414062500000e+02
1.123038101196289062e+02,1.260997161865234375e+02,1.987311859130859375e+02
1.112275543212890625e+02,1.248912277221679688e+02,1.970383453369140625e+02
1.098430633544921875e+02,1.233366546630859375e+02,1.948500213623046875e+02
1.084627609252929688e+02,1.217867660522460938e+02,1.926465606689453125e+02
1.075633163452148438e+02,1.207767868041992188e+02,1.912734832763671875e+02
1.068655395507812500e+02,1.199932708740234375e+02,1.901979217529296875e+02
1.064623184204101562e+02,1.195404663085937500e+02,1.896183319091796875e+02
1.063012619018554688e+02,1.193595962524414062e+02,1.894008483886718750e+02
1.062534942626953125e+02,1.193059234619140625e+02,1.893448944091796875e+02
1.062460784912109375e+02,1.192975845336914062e+02,1.893402404785156250e+02
1.062396621704101562e+02,1.192903671264648438e+02,1.893363952636718750e+02
1.062369003295898438e+02,1.192872161865234375e+02,1.893383483886718750e+02
1.062360534667968750e+02,1.192862396240234375e+02,1.893380889892578125e+02
1.062348098754882812e+02,1.192848281860351562e+02,1.893380584716796875e+02
1.062350006103515625e+02,1.192850341796875000e+02,1.893388671875000000e+02
1.062331466674804688e+02,1.192829437255859375e+02,1.893378601074218750e+02
1.062343215942382812e+02,1.192842025756835938e+02,1.893384094238281250e+02
1.062309341430664062e+02,1.192802276611328125e+02,1.893363952636718750e+02
1.062197799682617188e+02,1.192674636840820312e+02,1.893290863037109375e+02
1.062045974731445312e+02,1.192502517700195312e+02,1.893187713623046875e+02
1.061975479125976562e+02,1.192424240112304688e+02,1.893132629394531250e+02
1.061809692382812500e+02,1.192237243652343750e+02,1.893009185791015625e+02
1.061743774414062500e+02,1.192163162231445312e+02,1.892958679199218750e+02
1.061603775024414062e+02,1.192003860473632812e+02,1.892849426269531250e+02
1.061563034057617188e+02,1.191958847045898438e+02,1.892817535400390625e+02
1.061518859863281250e+02,1.191909713745117188e+02,1.892782287597656250e+02
1.061382141113281250e+02,1.191754760742187500e+02,1.892664337158203125e+02
1.061372146606445312e+02,1.191743545532226562e+02,1.892656707763671875e+02
1.061323928833007812e+02,1.191689453125000000e+02,1.892613067626953125e+02
1.061395263671875000e+02,1.191769561767578125e+02,1.892679595947265625e+02
1.061368026733398438e+02,1.191738204956054688e+02,1.892652740478515625e+02
1.061392822265625000e+02,1.191766204833984375e+02,1.892677459716796875e+02
1.061412734985351562e+02,1.191789169311523438e+02,1.892697448730468750e+02
1.061411361694335938e+02,1.191789093017578125e+02,1.892698822021484375e+02
1.061408233642578125e+02,1.191786193847656250e+02,1.892696838378906250e+02
1.061415863037109375e+02,1.191794433593750000e+02,1.892702636718750000e+02
1.061420059204101562e+02,1.191799468994140625e+02,1.892706604003906250e+02
1.061436233520507812e+02,1.191817855834960938e+02,1.892720489501953125e+02
1.061443023681640625e+02,1.191825561523437500e+02,1.892727050781250000e+02
1.061447296142578125e+02,1.191830825805664062e+02,1.892731170654296875e+02
1.061444015502929688e+02,1.191827239990234375e+02,1.892729187011718750e+02
1.061480331420898438e+02,1.191867980957031250e+02,1.892761840820312500e+02
1.061401138305664062e+02,1.191779327392578125e+02,1.892690887451171875e+02
1.061397705078125000e+02,1.191775436401367188e+02,1.892686462402343750e+02
1.061214370727539062e+02,1.191569824218750000e+02,1.892507019042968750e+02
1.060945358276367188e+02,1.191267852783203125e+02,1.892234191894531250e+02
1.060457839965820312e+02,1.190720672607421875e+02,1.891713256835937500e+02
1.059569625854492188e+02,1.189723434448242188e+02,1.890720672607421875e+02
1.058865051269531250e+02,1.188932342529296875e+02,1.889880371093750000e+02
1.057541503906250000e+02,1.187446212768554688e+02,1.888235473632812500e+02
1.056363067626953125e+02,1.186123123168945312e+02,1.886743316650390625e+02
1.055865325927734375e+02,1.185564270019531250e+02,1.886105804443359375e+02
1.054861831665039062e+02,1.184437561035156250e+02,1.884758605957031250e+02
1.053808975219726562e+02,1.183255386352539062e+02,1.883292541503906250e+02
1.052452087402343750e+02,1.181731719970703125e+02,1.881333618164062500e+02
1.050834960937500000e+02,1.179915924072265625e+02,1.878979187011718750e+02
1.049185028076171875e+02,1.178063354492187500e+02,1.876523284912109375e+02
1.047392959594726562e+02,1.176051177978515625e+02,1.873832702636718750e+02
1.044531631469726562e+02,1.172838287353515625e+02,1.869458007812500000e+02
1.041335678100585938e+02,1.169249649047851562e+02,1.864520416259765625e+02
1.037941513061523438e+02,1.165438537597656250e+02,1.859227294921875000e+02
1.030373992919921875e+02,1.156941299438476562e+02,1.847201385498046875e+02
1.025072708129882812e+02,1.150988693237304688e+02,1.838642120361328125e+02
1.015294570922851562e+02,1.140009231567382812e+02,1.822771148681640625e+02
1.008827972412109375e+02,1.132748107910156250e+02,1.812119293212890625e+02
1.004090805053710938e+02,1.127428894042968750e+02,1.804320678710937500e+02
9.953872680664062500e+01,1.117656021118164062e+02,1.790089874267578125e+02
9.834896087646484375e+01,1.104296722412109375e+02,1.770952301025390625e+02
9.739968109130859375e+01,1.093637619018554688e+02,1.756129455566406250e+02
9.633226013183593750e+01,1.081651916503906250e+02,1.739849395751953125e+02
9.529449462890625000e+01,1.069999237060546875e+02,1.724648132324218750e+02
9.458218383789062500e+01,1.062000961303710938e+02,1.714622650146484375e+02
9.404927062988281250e+01,1.056017074584960938e+02,1.707583770751953125e+02
9.368363189697265625e+01,1.051911544799804688e+02,1.702672576904296875e+02
9.343982696533203125e+01,1.049174041748046875e+02,1.699528961181640625e+02
9.322994995117187500e+01,1.046817321777343750e+02,1.697052154541015625e+02
9.309695434570312500e+01,1.045324020385742188e+02,1.695389862060546875e+02
9.288895416259765625e+01,1.042988510131835938e+02,1.692886962890625000e+02
9.265155792236328125e+01,1.040322799682617188e+02,1.690027160644531250e+02
9.234034729003906250e+01,1.036828384399414062e+02,1.686295471191406250e+02
9.202966308593750000e+01,1.033339843750000000e+02,1.682659759521484375e+02
9.170587921142578125e+01,1.029704132080078125e+02,1.678856048583984375e+02
9.140041351318359375e+01,1.026274185180664062e+02,1.675259094238281250e+02
9.103965759277343750e+01,1.022223358154296875e+02,1.670982818603515625e+02
9.070063781738281250e+01,1.018416748046875000e+02,1.666869659423828125e+02
9.037822723388671875e+01,1.014796447753906250e+02,1.662771606445312500e+02
8.994209289550781250e+01,1.009899368286132812e+02,1.656870269775390625e+02
8.930533599853515625e+01,1.002749404907226562e+02,1.647791442871093750e+02
8.830357360839843750e+01,9.915010070800781250e+01,1.632494659423828125e+02
8.716788482666015625e+01,9.787488555908203125e+01,1.614126892089843750e+02
8.573250579833984375e+01,9.626314544677734375e+01,1.589763488769531250e+02
8.399362945556640625e+01,9.431063079833984375e+01,1.558944549560546875e+02
8.171463775634765625e+01,9.175162506103515625e+01,1.516628570556640625e+02
8.004267120361328125e+01,8.987423706054687500e+01,1.485165405273437500e+02
7.812607574462890625e+01,8.772216796875000000e+01,1.447884979248046875e+02
7.551421356201171875e+01,8.478939056396484375e+01,1.396640777587890625e+02
7.364100646972656250e+01,8.268602752685546875e+01,1.359693603515625000e+02
7.214805603027343750e+01,8.100965118408203125e+01,1.330106353759765625e+02
7.101306915283203125e+01,7.973519897460937500e+01,1.307307891845703125e+02
7.001567840576171875e+01,7.861526489257812500e+01,1.287303924560546875e+02
6.924365234375000000e+01,7.774838256835937500e+01,1.271670608520507812e+02
6.856430816650390625e+01,7.698556518554687500e+01,1.258519668579101562e+02
6.787976837158203125e+01,7.621691894531250000e+01,1.246063156127929688e+02
6.735999298095703125e+01,7.563327026367187500e+01,1.237160873413085938e+02
6.710015106201171875e+01,7.534150695800781250e+01,1.233411941528320312e+02
6.680953979492187500e+01,7.501519012451171875e+01,1.229377517700195312e+02
