global_rmse,occupied_rmse,weighted_rmse
1.252637939453125000e+02,1.459098358154296875e+02,2.432280426025390625e+02
1.209001693725585938e+02,1.408269653320312500e+02,2.349238128662109375e+02
1.179553527832031250e+02,1.373967132568359375e+02,2.291671295166015625e+02
1.156809539794921875e+02,1.347473907470703125e+02,2.246969299316406250e+02
1.137137680053710938e+02,1.324558868408203125e+02,2.208492431640625000e+02
1.117181015014648438e+02,1.301312408447265625e+02,2.168301544189453125e+02
1.099119491577148438e+02,1.280273132324218750e+02,2.133298034667968750e+02
1.081937026977539062e+02,1.260258178710937500e+02,2.099208221435546875e+02
1.069583206176757812e+02,1.245867919921875000e+02,2.074337463378906250e+02
1.047910156250000000e+02,1.220622482299804688e+02,2.028201141357421875e+02
1.024342651367187500e+02,1.193170776367187500e+02,1.975464019775390625e+02
9.990959930419921875e+01,1.163762893676757812e+02,1.917293853759765625e+02
9.697909545898437500e+01,1.129627838134765625e+02,1.848783111572265625e+02
9.375579833984375000e+01,1.092082290649414062e+02,1.772717132568359375e+02
9.045772552490234375e+01,1.053665542602539062e+02,1.694908294677734375e+02
8.760088348388671875e+01,1.020388488769531250e+02,1.627858428955078125e+02
8.514028167724609375e+01,9.917269897460937500e+01,1.571692657470703125e+02
8.348465728759765625e+01,9.724419403076171875e+01,1.533705749511718750e+02
8.249640655517578125e+01,9.609305572509765625e+01,1.511787261962890625e+02
8.179890441894531250e+01,9.528058624267578125e+01,1.497275543212890625e+02
8.121083068847656250e+01,9.459558868408203125e+01,1.485890960693359375e+02
8.081537628173828125e+01,9.413495635986328125e+01,1.479032135009765625e+02
8.055323791503906250e+01,9.382960510253906250e+01,1.474455566406250000e+02
8.034966278076171875e+01,9.359247589111328125e+01,1.470937805175781250e+02
8.014884948730468750e+01,9.335855865478515625e+01,1.467411193847656250e+02
7.991947174072265625e+01,9.309137725830078125e+01,1.462756652832031250e+02
7.971952819824218750e+01,9.285848236083984375e+01,1.458716888427734375e+02
7.940819549560546875e+01,9.249582672119140625e+01,1.451863098144531250e+02
7.893870544433593750e+01,9.194895172119140625e+01,1.441122283935546875e+02
7.820272827148437500e+01,9.109166717529296875e+01,1.424337310791015625e+02
7.726891326904296875e+01,9.000393676757812500e+01,1.402692871093750000e+02
7.634900665283203125e+01,8.893241119384765625e+01,1.381728973388671875e+02
7.525148773193359375e+01,8.765398406982421875e+01,1.356923522949218750e+02
7.412090301513671875e+01,8.633704376220703125e+01,1.331610870361328125e+02
7.258623504638671875e+01,8.454941558837890625e+01,1.297230529785156250e+02
7.065912628173828125e+01,8.230467224121093750e+01,1.254488220214843750e+02
6.815417480468750000e+01,7.938683319091796875e+01,1.199245605468750000e+02
6.501797485351562500e+01,7.573369598388671875e+01,1.130952529907226562e+02
6.267584228515625000e+01,7.300550842285156250e+01,1.079819335937500000e+02
5.934077453613281250e+01,6.912071228027343750e+01,1.008980560302734375e+02
5.657707977294921875e+01,6.590148162841796875e+01,9.508454132080078125e+01
5.340758895874023438e+01,6.220953750610351562e+01,8.868180084228515625e+01
5.101659774780273438e+01,5.942442703247070312e+01,8.385845184326171875e+01
4.931670379638671875e+01,5.744432449340820312e+01,8.043051910400390625e+01
4.814748001098632812e+01,5.608236694335937500e+01,7.808518981933593750e+01
4.710699462890625000e+01,5.487036514282226562e+01,7.599827575683593750e+01
4.638891601562500000e+01,5.403391647338867188e+01,7.454487609863281250e+01
4.549086380004882812e+01,5.298782730102539062e+01,7.283997344970703125e+01
4.422047042846679688e+01,5.150801086425781250e+01,7.058575439453125000e+01
4.325017929077148438e+01,5.037776565551757812e+01,6.887782287597656250e+01
