global_rmse,occupied_rmse,weighted_rmse
6.365476989746093750e+01,7.376255035400390625e+01,1.182171096801757812e+02
6.326286697387695312e+01,7.330832672119140625e+01,1.177417373657226562e+02
6.286081695556640625e+01,7.284233856201171875e+01,1.172349853515625000e+02
6.231515884399414062e+01,7.220998382568359375e+01,1.164924621582031250e+02
6.163499832153320312e+01,7.142179870605468750e+01,1.155112380981445312e+02
6.098128509521484375e+01,7.066426086425781250e+01,1.145281066894531250e+02
6.013307571411132812e+01,6.968134307861328125e+01,1.132027664184570312e+02
5.911495208740234375e+01,6.850151062011718750e+01,1.115679016113281250e+02
5.823299407958984375e+01,6.747946929931640625e+01,1.101199264526367188e+02
5.729605102539062500e+01,6.639370727539062500e+01,1.085334396362304688e+02
5.635360336303710938e+01,6.530158233642578125e+01,1.069013061523437500e+02
5.525167846679687500e+01,6.402465820312500000e+01,1.049625854492187500e+02
5.407827758789062500e+01,6.266491699218750000e+01,1.028728637695312500e+02
5.289464187622070312e+01,6.129331588745117188e+01,1.007748870849609375e+02
5.192842102050781250e+01,6.017364501953125000e+01,9.906552886962890625e+01
5.077286529541015625e+01,5.883457946777343750e+01,9.695707702636718750e+01
4.961870574951171875e+01,5.749712371826171875e+01,9.487291717529296875e+01
4.845959854125976562e+01,5.615393829345703125e+01,9.273917388916015625e+01
4.767744064331054688e+01,5.524756240844726562e+01,9.129509735107421875e+01
4.697272872924804688e+01,5.443093490600585938e+01,8.996320343017578125e+01
4.611351394653320312e+01,5.343527221679687500e+01,8.830938720703125000e+01
4.476659011840820312e+01,5.187444305419921875e+01,8.566825103759765625e+01
4.376897048950195312e+01,5.071838760375976562e+01,8.371026611328125000e+01
4.235485458374023438e+01,4.907968902587890625e+01,8.082801818847656250e+01
4.028170394897460938e+01,4.667729568481445312e+01,7.652402496337890625e+01
3.770898437500000000e+01,4.369598388671875000e+01,7.109357452392578125e+01
3.494981002807617188e+01,4.049860000610351562e+01,6.520249176025390625e+01
3.311115264892578125e+01,3.836791610717773438e+01,6.126925277709960938e+01
3.174173355102539062e+01,3.678100204467773438e+01,5.836010360717773438e+01
3.100053405761718750e+01,3.592208480834960938e+01,5.682451248168945312e+01
3.048169517517089844e+01,3.532083892822265625e+01,5.579908370971679688e+01
3.005473136901855469e+01,3.482606124877929688e+01,5.501685714721679688e+01
2.977573394775390625e+01,3.450275802612304688e+01,5.453506469726562500e+01
2.950261497497558594e+01,3.418626022338867188e+01,5.408172225952148438e+01
2.934894180297851562e+01,3.400817871093750000e+01,5.384082031250000000e+01
2.918115806579589844e+01,3.381374740600585938e+01,5.357900619506835938e+01
2.907354164123535156e+01,3.368904495239257812e+01,5.340973281860351562e+01
2.903002166748046875e+01,3.363861465454101562e+01,5.333331680297851562e+01
2.900908470153808594e+01,3.361434936523437500e+01,5.329755401611328125e+01
2.899594879150390625e+01,3.359912872314453125e+01,5.327072525024414062e+01
2.898601150512695312e+01,3.358761215209960938e+01,5.325170898437500000e+01
2.895725631713867188e+01,3.355428695678710938e+01,5.320415878295898438e+01
2.887614250183105469e+01,3.346028518676757812e+01,5.308021163940429688e+01
2.874769783020019531e+01,3.331142044067382812e+01,5.289011764526367188e+01
2.854938125610351562e+01,3.308156585693359375e+01,5.260600662231445312e+01
2.835930633544921875e+01,3.286125946044921875e+01,5.232519531250000000e+01
2.832566642761230469e+01,3.282225418090820312e+01,5.229443740844726562e+01
2.824899291992187500e+01,3.273337173461914062e+01,5.219781494140625000e+01
2.822451400756835938e+01,3.270499038696289062e+01,5.216910934448242188e+01
2.818620872497558594e+01,3.266057968139648438e+01,5.212206649780273438e+01
2.814612197875976562e+01,3.261411285400390625e+01,5.206757736206054688e+01
2.810054397583007812e+01,3.256128692626953125e+01,5.200300598144531250e+01
2.803073501586914062e+01,3.248037338256835938e+01,5.189896774291992188e+01
2.800289726257324219e+01,3.244811248779296875e+01,5.184923934936523438e+01
2.796791267395019531e+01,3.240757369995117188e+01,5.178849029541015625e+01
2.786737060546875000e+01,3.229103851318359375e+01,5.165288162231445312e+01
2.780574035644531250e+01,3.221960449218750000e+01,5.157188415527343750e+01
2.769037628173828125e+01,3.208585357666015625e+01,5.144272232055664062e+01
2.763551330566406250e+01,3.202225112915039062e+01,5.137852478027343750e+01
2.760216331481933594e+01,3.198357963562011719e+01,5.134173202514648438e+01
2.755230712890625000e+01,3.192574119567871094e+01,5.129440689086914062e+01
2.754445266723632812e+01,3.191660308837890625e+01,5.128883361816406250e+01
2.756160736083984375e+01,3.193657684326171875e+01,5.130069732666015625e+01
2.754046630859375000e+01,3.191198730468750000e+01,5.128557205200195312e+01
2.750931549072265625e+01,3.187575149536132812e+01,5.126335525512695312e+01
2.748716354370117188e+01,3.184978485107421875e+01,5.125082778930664062e+01
2.748207855224609375e+01,3.184365653991699219e+01,5.124938964843750000e+01
2.745237541198730469e+01,3.180866050720214844e+01,5.122972869873046875e+01
2.742310333251953125e+01,3.177446937561035156e+01,5.120810317993164062e+01
2.740814781188964844e+01,3.175696754455566406e+01,5.119683456420898438e+01
2.736476135253906250e+01,3.170671653747558594e+01,5.115930557250976562e+01
2.734117317199707031e+01,3.167905044555664062e+01,5.113848495483398438e+01
2.731274604797363281e+01,3.164615440368652344e+01,5.111110305786132812e+01
2.727733612060546875e+01,3.160498046875000000e+01,5.107862091064453125e+01
2.722517776489257812e+01,3.154443550109863281e+01,5.103135681152343750e+01
2.721158218383789062e+01,3.152865600585937500e+01,5.101752471923828125e+01
2.715780067443847656e+01,3.146627616882324219e+01,5.096580123901367188e+01
2.706897354125976562e+01,3.136328887939453125e+01,5.087511825561523438e+01
2.701455879211425781e+01,3.130014991760253906e+01,5.082096099853515625e+01
2.692381095886230469e+01,3.119487762451171875e+01,5.072473907470703125e+01
2.686347389221191406e+01,3.112474060058593750e+01,5.066395187377929688e+01
2.681081771850585938e+01,3.106350898742675781e+01,5.060861968994140625e+01
2.676840400695800781e+01,3.101426887512207031e+01,5.056142425537109375e+01
2.667099761962890625e+01,3.090100860595703125e+01,5.045654296875000000e+01
2.660494804382324219e+01,3.082407188415527344e+01,5.038632583618164062e+01
2.656134223937988281e+01,3.077325057983398438e+01,5.034056091308593750e+01
2.650238227844238281e+01,3.070439338684082031e+01,5.027819442749023438e+01
2.647789192199707031e+01,3.067573356628417969e+01,5.025214004516601562e+01
2.645666694641113281e+01,3.065085029602050781e+01,5.022869491577148438e+01
2.645398712158203125e+01,3.064744567871093750e+01,5.022406005859375000e+01
2.645776748657226562e+01,3.065135574340820312e+01,5.022330474853515625e+01
2.645312690734863281e+01,3.064645767211914062e+01,5.022192001342773438e+01
2.644492340087890625e+01,3.063814353942871094e+01,5.022217178344726562e+01
2.644290161132812500e+01,3.063619041442871094e+01,5.022109985351562500e+01
2.644103050231933594e+01,3.063440322875976562e+01,5.022081375122070312e+01
2.644198608398437500e+01,3.063527679443359375e+01,5.022075653076171875e+01
2.644085884094238281e+01,3.063408279418945312e+01,5.022053909301757812e+01
2.643738174438476562e+01,3.063063812255859375e+01,5.022024154663085938e+01
2.643642997741699219e+01,3.062982368469238281e+01,5.022048950195312500e+01
2.643567657470703125e+01,3.062905120849609375e+01,5.021989059448242188e+01
2.643478012084960938e+01,3.062799644470214844e+01,5.021912765502929688e+01
2.643568992614746094e+01,3.062895774841308594e+01,5.021979904174804688e+01
2.643667411804199219e+01,3.062982368469238281e+01,5.021965026855468750e+01
2.643824195861816406e+01,3.063161468505859375e+01,5.022109985351562500e+01
2.643886566162109375e+01,3.063245964050292969e+01,5.022180175781250000e+01
2.643644332885742188e+01,3.062958717346191406e+01,5.021974182128906250e+01
2.643348693847656250e+01,3.062612152099609375e+01,5.021740341186523438e+01
2.643256378173828125e+01,3.062516975402832031e+01,5.021695327758789062e+01
2.642989158630371094e+01,3.062206649780273438e+01,5.021482086181640625e+01
2.643038749694824219e+01,3.062279701232910156e+01,5.021470642089843750e+01
2.643036270141601562e+01,3.062279701232910156e+01,5.021435165405273438e+01
2.642806434631347656e+01,3.062011146545410156e+01,5.021308517456054688e+01
2.642602539062500000e+01,3.061750030517578125e+01,5.021211242675781250e+01
2.642377471923828125e+01,3.061489295959472656e+01,5.021067428588867188e+01
2.642370223999023438e+01,3.061490631103515625e+01,5.021059417724609375e+01
2.642603874206542969e+01,3.061781311035156250e+01,5.021158981323242188e+01
2.642950820922851562e+01,3.062203216552734375e+01,5.021270370483398438e+01
2.642942619323730469e+01,3.062204933166503906e+01,5.021241760253906250e+01
2.642703819274902344e+01,3.061931800842285156e+01,5.021071624755859375e+01
2.642125320434570312e+01,3.061256027221679688e+01,5.020729827880859375e+01
2.642789459228515625e+01,3.062030792236328125e+01,5.021096420288085938e+01
2.642409515380859375e+01,3.061587333679199219e+01,5.020884704589843750e+01
2.641869354248046875e+01,3.060950088500976562e+01,5.020557403564453125e+01
2.641571235656738281e+01,3.060605049133300781e+01,5.020298004150390625e+01
2.641233825683593750e+01,3.060210800170898438e+01,5.019982147216796875e+01
2.639803695678710938e+01,3.058555030822753906e+01,5.018698501586914062e+01
2.638640785217285156e+01,3.057206153869628906e+01,5.017525100708007812e+01
2.637922668457031250e+01,3.056373977661132812e+01,5.016792678833007812e+01
2.636899185180664062e+01,3.055189132690429688e+01,5.015779113769531250e+01
2.635499572753906250e+01,3.053567314147949219e+01,5.014311981201171875e+01
2.634336662292480469e+01,3.052219772338867188e+01,5.013038253784179688e+01
2.633912658691406250e+01,3.051728630065917969e+01,5.012550735473632812e+01
2.633103561401367188e+01,3.050791740417480469e+01,5.011753082275390625e+01
2.632855224609375000e+01,3.050503730773925781e+01,5.011461639404296875e+01
2.632757377624511719e+01,3.050390434265136719e+01,5.011366653442382812e+01
2.632641792297363281e+01,3.050257110595703125e+01,5.011251449584960938e+01
2.631820487976074219e+01,3.049305915832519531e+01,5.010506439208984375e+01
2.631497573852539062e+01,3.048932266235351562e+01,5.010233306884765625e+01
2.631381225585937500e+01,3.048797798156738281e+01,5.010143280029296875e+01
2.630332946777343750e+01,3.047584533691406250e+01,5.009111785888671875e+01
2.629867553710937500e+01,3.047045326232910156e+01,5.008598709106445312e+01
2.629287147521972656e+01,3.046372604370117188e+01,5.007878875732421875e+01
2.628454017639160156e+01,3.045407295227050781e+01,5.006854248046875000e+01
2.627561950683593750e+01,3.044372940063476562e+01,5.005643463134765625e+01
2.627007865905761719e+01,3.043731117248535156e+01,5.004816818237304688e+01
2.624699401855468750e+01,3.041055297851562500e+01,5.001515579223632812e+01
2.623948478698730469e+01,3.040185165405273438e+01,5.000253295898437500e+01
2.621252250671386719e+01,3.037060165405273438e+01,4.996006393432617188e+01
2.618689918518066406e+01,3.034090614318847656e+01,4.992407989501953125e+01
2.616715621948242188e+01,3.031802749633789062e+01,4.989388275146484375e+01
2.612726402282714844e+01,3.027179145812988281e+01,4.983231353759765625e+01
2.610688209533691406e+01,3.024816894531250000e+01,4.980334091186523438e+01
2.607916831970214844e+01,3.021605110168457031e+01,4.976272964477539062e+01
2.607412528991699219e+01,3.021020698547363281e+01,4.975628280639648438e+01
2.605910110473632812e+01,3.019279289245605469e+01,4.973577499389648438e+01
2.605417633056640625e+01,3.018708610534667969e+01,4.972843551635742188e+01
2.604899597167968750e+01,3.018108367919921875e+01,4.972133255004882812e+01
2.604697990417480469e+01,3.017874526977539062e+01,4.971691131591796875e+01
2.604616165161132812e+01,3.017779731750488281e+01,4.971542739868164062e+01
2.604408454895019531e+01,3.017538833618164062e+01,4.971165466308593750e+01
2.603990554809570312e+01,3.017054748535156250e+01,4.970525360107421875e+01
2.603779602050781250e+01,3.016810226440429688e+01,4.970274734497070312e+01
2.603982353210449219e+01,3.017044830322265625e+01,4.970610046386718750e+01
2.603843498229980469e+01,3.016884422302246094e+01,4.970458221435546875e+01
2.603443717956542969e+01,3.016421127319335938e+01,4.969926834106445312e+01
2.603346824645996094e+01,3.016308975219726562e+01,4.969849777221679688e+01
2.603369903564453125e+01,3.016335678100585938e+01,4.969898986816406250e+01
2.603197479248046875e+01,3.016136360168457031e+01,4.969752883911132812e+01
2.603055572509765625e+01,3.015971755981445312e+01,4.969590377807617188e+01
2.603048133850097656e+01,3.015963363647460938e+01,4.969581604003906250e+01
2.603027725219726562e+01,3.015939331054687500e+01,4.969557952880859375e+01
2.602945899963378906e+01,3.015844726562500000e+01,4.969389343261718750e+01
2.603017997741699219e+01,3.015928077697753906e+01,4.969487380981445312e+01
2.602968788146972656e+01,3.015871047973632812e+01,4.969497299194335938e+01
2.602909660339355469e+01,3.015802574157714844e+01,4.969490051269531250e+01
2.602625846862792969e+01,3.015473747253417969e+01,4.969178009033203125e+01
2.602148437500000000e+01,3.014920806884765625e+01,4.968643188476562500e+01
2.602109718322753906e+01,3.014875793457031250e+01,4.968631362915039062e+01
