global_rmse,occupied_rmse
9.237699955701828003e-02,9.909731894731521606e-02
9.265380352735519409e-02,9.943047165870666504e-02
9.253085404634475708e-02,9.928087145090103149e-02
9.243815392255783081e-02,9.915560483932495117e-02
9.245717525482177734e-02,9.917303919792175293e-02
9.243132919073104858e-02,9.899395704269409180e-02
9.254031628370285034e-02,9.901157021522521973e-02
9.251582622528076172e-02,9.909718483686447144e-02
9.251990914344787598e-02,9.889224171638488770e-02
9.259454905986785889e-02,9.926526248455047607e-02
9.246966987848281860e-02,9.908213466405868530e-02
9.229179471731185913e-02,9.862887859344482422e-02
9.293407946825027466e-02,9.970910847187042236e-02
9.239606559276580811e-02,9.904579818248748779e-02
9.230672568082809448e-02,9.892545640468597412e-02
9.176192432641983032e-02,9.824641048908233643e-02
9.167290478944778442e-02,9.810545295476913452e-02
9.160301089286804199e-02,9.804260730743408203e-02
9.135919809341430664e-02,9.773387014865875244e-02
9.105711430311203003e-02,9.733886271715164185e-02
9.126779437065124512e-02,9.758048504590988159e-02
9.118295460939407349e-02,9.729125350713729858e-02
9.110333025455474854e-02,9.738717973232269287e-02
9.103284776210784912e-02,9.735214710235595703e-02
9.071812778711318970e-02,9.694495797157287598e-02
9.072533994913101196e-02,9.687564522027969360e-02
9.067864716053009033e-02,9.687443822622299194e-02
9.072656184434890747e-02,9.702665358781814575e-02
9.069100022315979004e-02,9.690129011869430542e-02
9.062117338180541992e-02,9.687678515911102295e-02
9.072239696979522705e-02,9.687939286231994629e-02
9.069144725799560547e-02,9.689550846815109253e-02
9.055053442716598511e-02,9.687259793281555176e-02
9.053835272789001465e-02,9.691750258207321167e-02
9.051676839590072632e-02,9.686814993619918823e-02
9.046335518360137939e-02,9.687646478414535522e-02
9.045369923114776611e-02,9.690194576978683472e-02
9.044911712408065796e-02,9.693630784749984741e-02
9.051191061735153198e-02,9.682943671941757202e-02
9.049140661954879761e-02,9.692783653736114502e-02
9.092699736356735229e-02,9.680162370204925537e-02
9.073374420404434204e-02,9.681720286607742310e-02
9.084696322679519653e-02,9.681909531354904175e-02
9.077508002519607544e-02,9.680358320474624634e-02
9.095928072929382324e-02,9.686166793107986450e-02
9.047280997037887573e-02,9.687492251396179199e-02
9.029904007911682129e-02,9.685957431793212891e-02
9.032277017831802368e-02,9.689195454120635986e-02
9.026307612657546997e-02,9.689155220985412598e-02
9.028213471174240112e-02,9.686735272407531738e-02
9.022745490074157715e-02,9.689567238092422485e-02
9.024447947740554810e-02,9.688257426023483276e-02
9.026243537664413452e-02,9.687888622283935547e-02
9.027751535177230835e-02,9.687679260969161987e-02
9.015848487615585327e-02,9.689535945653915405e-02
9.016247838735580444e-02,9.689848870038986206e-02
9.018764644861221313e-02,9.691073745489120483e-02
9.018273651599884033e-02,9.695861488580703735e-02
9.013522416353225708e-02,9.692531079053878784e-02
9.013429284095764160e-02,9.691692143678665161e-02
9.010004997253417969e-02,9.688260406255722046e-02
9.024002403020858765e-02,9.710054099559783936e-02
9.009765088558197021e-02,9.691577404737472534e-02
8.999773859977722168e-02,9.679557383060455322e-02
8.998950570821762085e-02,9.677579998970031738e-02
9.001547098159790039e-02,9.681490063667297363e-02
8.988180011510848999e-02,9.660712629556655884e-02
8.989063650369644165e-02,9.663353115320205688e-02
