global_rmse,occupied_rmse,weighted_rmse
1.073971786499023438e+02,1.126281280517578125e+02,1.672467346191406250e+02
1.073872070312500000e+02,1.126175994873046875e+02,1.672409210205078125e+02
1.073753051757812500e+02,1.126050262451171875e+02,1.672337951660156250e+02
1.073665466308593750e+02,1.125958862304687500e+02,1.672274169921875000e+02
1.073892211914062500e+02,1.126196670532226562e+02,1.672430725097656250e+02
1.073448944091796875e+02,1.125731887817382812e+02,1.672112121582031250e+02
1.073193588256835938e+02,1.125464019775390625e+02,1.671931610107421875e+02
1.072411193847656250e+02,1.124643707275390625e+02,1.671298828125000000e+02
1.070647735595703125e+02,1.122794342041015625e+02,1.669730529785156250e+02
1.068373031616210938e+02,1.120408859252929688e+02,1.667471008300781250e+02
1.065554580688476562e+02,1.117453155517578125e+02,1.664469451904296875e+02
1.062127838134765625e+02,1.113859481811523438e+02,1.660634002685546875e+02
1.057271804809570312e+02,1.108766937255859375e+02,1.654766845703125000e+02
1.053586578369140625e+02,1.104902267456054688e+02,1.650205688476562500e+02
1.049000320434570312e+02,1.100092468261718750e+02,1.644328460693359375e+02
1.043639373779296875e+02,1.094470443725585938e+02,1.636945800781250000e+02
1.036416854858398438e+02,1.086896057128906250e+02,1.626565246582031250e+02
1.032137451171875000e+02,1.082408294677734375e+02,1.620613098144531250e+02
1.025713577270507812e+02,1.075671463012695312e+02,1.611387176513671875e+02
1.021710205078125000e+02,1.071473083496093750e+02,1.605415344238281250e+02
1.017380828857421875e+02,1.066932830810546875e+02,1.598754882812500000e+02
1.014148559570312500e+02,1.063543167114257812e+02,1.593547973632812500e+02
1.011770401000976562e+02,1.061049041748046875e+02,1.589676055908203125e+02
1.008750991821289062e+02,1.057882690429687500e+02,1.584731597900390625e+02
1.006396255493164062e+02,1.055413284301757812e+02,1.580824890136718750e+02
1.003142242431640625e+02,1.052000732421875000e+02,1.575507507324218750e+02
1.000048828125000000e+02,1.048756637573242188e+02,1.570573120117187500e+02
9.936881256103515625e+01,1.042086029052734375e+02,1.560322265625000000e+02
9.847969055175781250e+01,1.032761840820312500e+02,1.545875854492187500e+02
9.783596038818359375e+01,1.026010971069335938e+02,1.535245513916015625e+02
9.700778961181640625e+01,1.017325820922851562e+02,1.520914154052734375e+02
9.605799102783203125e+01,1.007365188598632812e+02,1.504144744873046875e+02
9.472418975830078125e+01,9.933774566650390625e+01,1.480876007080078125e+02
9.333380889892578125e+01,9.787963867187500000e+01,1.456064453125000000e+02
9.169953155517578125e+01,9.616574859619140625e+01,1.426477661132812500e+02
8.961367034912109375e+01,9.397827148437500000e+01,1.387897186279296875e+02
8.784255218505859375e+01,9.212087249755859375e+01,1.354651641845703125e+02
8.633753967285156250e+01,9.054254913330078125e+01,1.326397705078125000e+02
8.507875823974609375e+01,8.922244262695312500e+01,1.303034057617187500e+02
8.387744140625000000e+01,8.796261596679687500e+01,1.281215667724609375e+02
8.286527252197265625e+01,8.690114593505859375e+01,1.263423614501953125e+02
8.215291595458984375e+01,8.615408325195312500e+01,1.251494903564453125e+02
8.171062469482421875e+01,8.569024658203125000e+01,1.244591140747070312e+02
8.144441223144531250e+01,8.541106414794921875e+01,1.240762863159179688e+02
8.123901367187500000e+01,8.519565582275390625e+01,1.237795867919921875e+02
8.096286773681640625e+01,8.490607452392578125e+01,1.233961334228515625e+02
8.079943847656250000e+01,8.473468017578125000e+01,1.231939163208007812e+02
8.068750000000000000e+01,8.461727905273437500e+01,1.230561370849609375e+02
8.044577789306640625e+01,8.436378479003906250e+01,1.227313385009765625e+02
8.026696777343750000e+01,8.417626953125000000e+01,1.224873962402343750e+02
7.999603271484375000e+01,8.389213562011718750e+01,1.220826568603515625e+02
7.963157653808593750e+01,8.350992584228515625e+01,1.215199584960937500e+02
7.913530731201171875e+01,8.298947906494140625e+01,1.207079162597656250e+02
7.855565643310546875e+01,8.238159942626953125e+01,1.197572555541992188e+02
7.782242584228515625e+01,8.161264038085937500e+01,1.185218429565429688e+02
7.697341156005859375e+01,8.072226715087890625e+01,1.171087799072265625e+02
7.614308929443359375e+01,7.985150909423828125e+01,1.157452316284179688e+02
7.526265716552734375e+01,7.892818450927734375e+01,1.143224792480468750e+02
7.442173767089843750e+01,7.804629516601562500e+01,1.129809265136718750e+02
7.365859222412109375e+01,7.724597930908203125e+01,1.117902221679687500e+02
7.297619628906250000e+01,7.653033447265625000e+01,1.107380142211914062e+02
7.252778625488281250e+01,7.606008148193359375e+01,1.100586471557617188e+02
7.218008422851562500e+01,7.569544219970703125e+01,1.095185089111328125e+02
7.195709991455078125e+01,7.546159362792968750e+01,1.091798934936523438e+02
