map_id,gained_true_utility,total_true_utility,task_completion,coverage_efficiency,global_final_rmse,global_mean_rmse,global_auc_rmse,occupied_final_rmse,occupied_mean_rmse,occupied_auc_rmse,weighted_final_rmse,weighted_mean_rmse,weighted_auc_rmse,final_total_variance,variance_reduction
1.010000000000000000e+02,1.265740000000000000e+05,1.992980000000000000e+05,6.350991981856315416e-01,3.159697503411102240e-03,3.597726058959960938e+01,7.710783685684204158e+01,1.534094684410095215e+04,4.190427017211914062e+01,8.981577383041381779e+01,1.786924771308898926e+04,7.726688385009765625e+01,1.541827975845336880e+02,3.067631205368041992e+04,1.757058956734095045e+04,8.439410432659049548e+03
1.020000000000000000e+02,5.528100000000000000e+04,9.985600000000000000e+04,5.536071943598782630e-01,2.754264648556608349e-03,2.601458549499511719e+01,3.032740637779235726e+01,6.020646597862243652e+03,3.014124679565429688e+01,3.513983460426330652e+01,6.976015022277832031e+03,4.968241119384765625e+01,5.727904489517212028e+01,1.137185921859741211e+04,1.892281576884516107e+04,7.087184231154838926e+03
1.030000000000000000e+02,9.419200000000000000e+04,2.001980000000000000e+05,4.704942107313759281e-01,2.340767217569034511e-03,4.749177169799804688e+01,6.107262607574462976e+01,1.214090666770935059e+04,4.837372970581054688e+01,6.220700069427490320e+01,1.236641422843933105e+04,6.532546997070312500e+01,8.663056175231933764e+01,1.721962771606445312e+04,1.949395169817389251e+04,6.516048301826107490e+03
1.040000000000000000e+02,9.232600000000000000e+04,1.995040000000000000e+05,4.627776886678963697e-01,2.302376560536798043e-03,4.422970962524414062e+01,9.764062692642211516e+01,1.944639005470275879e+04,4.966184997558593750e+01,1.096349616432190004e+02,2.183521696853637695e+04,7.342877960205078125e+01,1.729708974838256950e+02,3.445346288681030273e+04,1.751079575337910865e+04,8.499204246620891354e+03
1.050000000000000000e+02,1.035460000000000000e+05,1.987970000000000000e+05,5.208629908902046024e-01,2.591358163632858768e-03,5.075925827026367188e+01,7.431598546981811637e+01,1.478411887550354004e+04,5.322987365722656250e+01,7.793490692138671250e+01,1.550405238342285156e+04,7.367315673828125000e+01,1.130361804580688414e+02,2.248677614593505859e+04,1.740244404791490524e+04,8.607555952085094759e+03
