global_rmse,occupied_rmse,weighted_rmse
6.755973052978515625e+01,7.645436096191406250e+01,1.372316894531250000e+02
6.667642974853515625e+01,7.545465087890625000e+01,1.357773132324218750e+02
6.592790222167968750e+01,7.460742950439453125e+01,1.344809875488281250e+02
6.535982513427734375e+01,7.396445465087890625e+01,1.334642944335937500e+02
6.480030059814453125e+01,7.333113861083984375e+01,1.324335632324218750e+02
6.405764770507812500e+01,7.249063110351562500e+01,1.309813537597656250e+02
6.344347000122070312e+01,7.179550933837890625e+01,1.297878265380859375e+02
6.276605606079101562e+01,7.102880096435546875e+01,1.284584655761718750e+02
6.187914657592773438e+01,7.002499389648437500e+01,1.266808471679687500e+02
6.110291671752929688e+01,6.914647674560546875e+01,1.250862579345703125e+02
6.009148025512695312e+01,6.800181579589843750e+01,1.229203491210937500e+02
5.880208969116210938e+01,6.654268646240234375e+01,1.200430831909179688e+02
5.726853942871093750e+01,6.480725860595703125e+01,1.165603103637695312e+02
5.612340927124023438e+01,6.351138687133789062e+01,1.139805221557617188e+02
5.525182342529296875e+01,6.252507781982421875e+01,1.120672073364257812e+02
5.393609237670898438e+01,6.103612899780273438e+01,1.092210998535156250e+02
5.306767654418945312e+01,6.005338668823242188e+01,1.073464050292968750e+02
5.256853866577148438e+01,5.948854446411132812e+01,1.063389053344726562e+02
5.238352584838867188e+01,5.927917861938476562e+01,1.059889221191406250e+02
5.229596710205078125e+01,5.918009948730468750e+01,1.058419036865234375e+02
5.227849197387695312e+01,5.916032409667968750e+01,1.058146667480468750e+02
5.227669525146484375e+01,5.915828323364257812e+01,1.058139266967773438e+02
5.224736022949218750e+01,5.912509536743164062e+01,1.057678756713867188e+02
5.217923736572265625e+01,5.904800796508789062e+01,1.056526260375976562e+02
5.199825668334960938e+01,5.884320068359375000e+01,1.053502197265625000e+02
5.163140487670898438e+01,5.842804336547851562e+01,1.047145462036132812e+02
5.118684768676757812e+01,5.792494201660156250e+01,1.039098510742187500e+02
5.059606552124023438e+01,5.725636291503906250e+01,1.028549880981445312e+02
4.991765975952148438e+01,5.648862457275390625e+01,1.015671844482421875e+02
4.942514419555664062e+01,5.593125152587890625e+01,1.006724395751953125e+02
4.881014251708984375e+01,5.523525619506835938e+01,9.952410125732421875e+01
4.828835678100585938e+01,5.464476013183593750e+01,9.853848266601562500e+01
4.742936325073242188e+01,5.367263031005859375e+01,9.680848693847656250e+01
4.644826507568359375e+01,5.256232070922851562e+01,9.471183013916015625e+01
4.531848144531250000e+01,5.128374099731445312e+01,9.221529388427734375e+01
4.418511199951171875e+01,5.000111007690429688e+01,8.961450958251953125e+01
4.292843627929687500e+01,4.857892608642578125e+01,8.667605590820312500e+01
4.128889465332031250e+01,4.672345733642578125e+01,8.280075836181640625e+01
3.947826385498046875e+01,4.467435455322265625e+01,7.847330474853515625e+01
3.760119628906250000e+01,4.255006790161132812e+01,7.400765991210937500e+01
3.553954315185546875e+01,4.021687698364257812e+01,6.912511444091796875e+01
3.353449249267578125e+01,3.794772338867187500e+01,6.442265319824218750e+01
3.127026557922363281e+01,3.538523483276367188e+01,5.928464889526367188e+01
2.924489784240722656e+01,3.309302520751953125e+01,5.485063171386718750e+01
2.732626152038574219e+01,3.092156982421875000e+01,5.085820770263671875e+01
2.547839927673339844e+01,2.883016204833984375e+01,4.721807098388671875e+01
2.386339378356933594e+01,2.700222206115722656e+01,4.428775787353515625e+01
2.265293884277343750e+01,2.563211059570312500e+01,4.221432113647460938e+01
2.189112472534179688e+01,2.476976966857910156e+01,4.093643188476562500e+01
2.115520668029785156e+01,2.393673706054687500e+01,3.966649627685546875e+01
2.035208892822265625e+01,2.302763938903808594e+01,3.816944503784179688e+01
1.957366180419921875e+01,2.214649391174316406e+01,3.664478302001953125e+01
1.875647354125976562e+01,2.122145080566406250e+01,3.500420379638671875e+01
1.797761154174804688e+01,2.033976745605468750e+01,3.340333175659179688e+01
1.730649948120117188e+01,1.958003807067871094e+01,3.199403762817382812e+01
1.665287780761718750e+01,1.884004974365234375e+01,3.066348838806152344e+01
1.605865478515625000e+01,1.816731643676757812e+01,2.936078071594238281e+01
1.563213539123535156e+01,1.768446159362792969e+01,2.834372901916503906e+01
1.537645816802978516e+01,1.739502143859863281e+01,2.769879341125488281e+01
1.511739444732666016e+01,1.710175704956054688e+01,2.701490020751953125e+01
1.500227832794189453e+01,1.697145080566406250e+01,2.668986511230468750e+01
1.494664955139160156e+01,1.690848731994628906e+01,2.652979850769042969e+01
1.486166191101074219e+01,1.681228637695312500e+01,2.629145431518554688e+01
1.474840641021728516e+01,1.668407249450683594e+01,2.601101684570312500e+01
1.466075134277343750e+01,1.658482742309570312e+01,2.581781005859375000e+01
