global_rmse,occupied_rmse
1.458393335342407227e-01,6.741433590650558472e-02
1.457927227020263672e-01,6.746158003807067871e-02
1.456683278083801270e-01,6.782966107130050659e-02
1.456915885210037231e-01,6.761983036994934082e-02
1.458974480628967285e-01,6.743800640106201172e-02
1.461816430091857910e-01,6.738974153995513916e-02
1.454791426658630371e-01,6.752915680408477783e-02
1.453235149383544922e-01,6.766239553689956665e-02
1.451533436775207520e-01,6.760086864233016968e-02
1.452573835849761963e-01,6.758791208267211914e-02
1.452535539865493774e-01,6.760697811841964722e-02
1.444996297359466553e-01,6.761221587657928467e-02
1.441164612770080566e-01,6.763102859258651733e-02
1.435746997594833374e-01,6.763608753681182861e-02
1.431940644979476929e-01,6.763392686843872070e-02
1.422509849071502686e-01,6.763400137424468994e-02
1.420239359140396118e-01,6.763361394405364990e-02
1.424359977245330811e-01,6.763365864753723145e-02
1.417538970708847046e-01,6.763369590044021606e-02
1.411849409341812134e-01,6.763369590044021606e-02
1.406177282333374023e-01,6.763370335102081299e-02
1.402726322412490845e-01,6.763371080160140991e-02
1.397948861122131348e-01,6.763371080160140991e-02
1.385426819324493408e-01,6.763371825218200684e-02
1.388264894485473633e-01,6.763371825218200684e-02
1.380270123481750488e-01,6.763371080160140991e-02
1.374077349901199341e-01,6.763371080160140991e-02
1.374432295560836792e-01,6.763371080160140991e-02
1.366460472345352173e-01,6.763371080160140991e-02
1.363241821527481079e-01,6.763371080160140991e-02
1.355439722537994385e-01,6.763371080160140991e-02
1.351061463356018066e-01,6.763371080160140991e-02
1.343122571706771851e-01,6.763371080160140991e-02
1.348544657230377197e-01,6.763371080160140991e-02
1.333187967538833618e-01,6.763371080160140991e-02
1.320428550243377686e-01,6.763371080160140991e-02
1.318539977073669434e-01,6.763371080160140991e-02
1.309374123811721802e-01,6.763371080160140991e-02
1.299389600753784180e-01,6.763371080160140991e-02
1.293164193630218506e-01,6.763371080160140991e-02
1.289428174495697021e-01,6.763371080160140991e-02
1.280832290649414062e-01,6.763371080160140991e-02
1.276980489492416382e-01,6.763371080160140991e-02
1.275304257869720459e-01,6.763371080160140991e-02
1.275519132614135742e-01,6.763371080160140991e-02
1.270110905170440674e-01,6.763371080160140991e-02
1.260097324848175049e-01,6.763371080160140991e-02
1.261212676763534546e-01,6.763371080160140991e-02
1.255157589912414551e-01,6.763371080160140991e-02
1.253156512975692749e-01,6.763371080160140991e-02
1.251851767301559448e-01,6.763371080160140991e-02
1.248260885477066040e-01,6.763371080160140991e-02
1.249719411134719849e-01,6.763371080160140991e-02
1.247966736555099487e-01,6.763371080160140991e-02
1.235046014189720154e-01,6.763371080160140991e-02
1.229810118675231934e-01,6.763371080160140991e-02
1.224026307463645935e-01,6.763371080160140991e-02
1.226102188229560852e-01,6.763371080160140991e-02
1.224027350544929504e-01,6.763371080160140991e-02
1.221713721752166748e-01,6.763371080160140991e-02
1.215736493468284607e-01,6.763371825218200684e-02
1.215072199702262878e-01,6.763371825218200684e-02
1.213475242257118225e-01,6.763371825218200684e-02
1.206563934683799744e-01,6.763372570276260376e-02
1.203144565224647522e-01,6.763373315334320068e-02
1.208114176988601685e-01,6.763371825218200684e-02
1.202176064252853394e-01,6.763373315334320068e-02
1.197877079248428345e-01,6.763376295566558838e-02
1.197852119803428650e-01,6.763377040624618530e-02
1.196070089936256409e-01,6.763376295566558838e-02
1.194503456354141235e-01,6.763379275798797607e-02
1.193585544824600220e-01,6.763381510972976685e-02
1.185776367783546448e-01,6.763412803411483765e-02
1.186171248555183411e-01,6.763403117656707764e-02
1.185399889945983887e-01,6.763415783643722534e-02
1.182574853301048279e-01,6.763457506895065308e-02
1.182075589895248413e-01,6.763474643230438232e-02
1.180068701505661011e-01,6.763540208339691162e-02
1.177329793572425842e-01,6.763768196105957031e-02
1.176351159811019897e-01,6.763730943202972412e-02
1.176980733871459961e-01,6.763617694377899170e-02
1.176055967807769775e-01,6.764122098684310913e-02
1.177776232361793518e-01,6.762596964836120605e-02
1.176582723855972290e-01,6.764157116413116455e-02
1.176187545061111450e-01,6.766522675752639771e-02
1.179713010787963867e-01,6.757067888975143433e-02
1.177490577101707458e-01,6.767896562814712524e-02
1.178045272827148438e-01,6.758726388216018677e-02
1.177686005830764771e-01,6.758125126361846924e-02
1.175712496042251587e-01,6.820351630449295044e-02
1.176917329430580139e-01,6.900320947170257568e-02
1.175208464264869690e-01,6.793249398469924927e-02
1.175270751118659973e-01,6.756076216697692871e-02
1.175910234451293945e-01,6.901790946722030640e-02
1.175643578171730042e-01,6.826089322566986084e-02
1.174933686852455139e-01,6.797158718109130859e-02
1.175550147891044617e-01,6.857723742723464966e-02
1.174971610307693481e-01,6.720394641160964966e-02
1.176599860191345215e-01,6.862247735261917114e-02
1.174411103129386902e-01,6.716142594814300537e-02
1.176138073205947876e-01,6.753768026828765869e-02
1.175926327705383301e-01,6.734614074230194092e-02
1.175765320658683777e-01,6.693213433027267456e-02
1.174134165048599243e-01,6.683820486068725586e-02
1.172497645020484924e-01,6.655010581016540527e-02
1.172882691025733948e-01,6.639978289604187012e-02
1.170612499117851257e-01,6.624523550271987915e-02
1.168304830789566040e-01,6.646384298801422119e-02
1.165714859962463379e-01,6.656156480312347412e-02
1.163624227046966553e-01,6.668863445520401001e-02
1.163602918386459351e-01,6.657566875219345093e-02
1.162587627768516541e-01,6.658947467803955078e-02
1.159252524375915527e-01,6.662075966596603394e-02
1.158723607659339905e-01,6.664327532052993774e-02
1.159097179770469666e-01,6.662383675575256348e-02
1.165356263518333435e-01,6.662537902593612671e-02
1.156874224543571472e-01,6.662733852863311768e-02
1.150766834616661072e-01,6.664332002401351929e-02
1.152890995144844055e-01,6.664816290140151978e-02
1.153660491108894348e-01,6.664914637804031372e-02
1.149648874998092651e-01,6.665108352899551392e-02
1.144428104162216187e-01,6.664951145648956299e-02
1.139760017395019531e-01,6.665145605802536011e-02
1.135174185037612915e-01,6.665071099996566772e-02
1.133647635579109192e-01,6.665199995040893555e-02
1.127710044384002686e-01,6.665165722370147705e-02
1.118019819259643555e-01,6.665217131376266479e-02
1.114356368780136108e-01,6.665230542421340942e-02
1.113926619291305542e-01,6.665240228176116943e-02
1.101454794406890869e-01,6.665248423814773560e-02
1.097823381423950195e-01,6.665256619453430176e-02
1.091948896646499634e-01,6.665256619453430176e-02
1.085733026266098022e-01,6.665255129337310791e-02
1.081806272268295288e-01,6.665255874395370483e-02
1.072963327169418335e-01,6.665254384279251099e-02
1.076064705848693848e-01,6.665254384279251099e-02
1.058265492320060730e-01,6.665255129337310791e-02
1.054824963212013245e-01,6.665255129337310791e-02
1.047527045011520386e-01,6.665255129337310791e-02
1.045570448040962219e-01,6.665255129337310791e-02
1.036482751369476318e-01,6.665255129337310791e-02
1.031076163053512573e-01,6.665255129337310791e-02
1.027931272983551025e-01,6.665255129337310791e-02
1.020805612206459045e-01,6.665255129337310791e-02
1.014209836721420288e-01,6.665255129337310791e-02
1.008394137024879456e-01,6.665255129337310791e-02
1.010040566325187683e-01,6.665255129337310791e-02
1.003227978944778442e-01,6.665255129337310791e-02
1.003386303782463074e-01,6.665255129337310791e-02
9.906771779060363770e-02,6.665255129337310791e-02
